CIS	CISLabel	BN	BNlabel	NIMED	UCD13	CISLabel_processed
CIS64256891	PROLIA 60 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/BNso85gq3adpl058qh0a1o42pp4cujv2qg	PROLIA	26155	3400893547397	prolia 60 mg, solution injectable en seringue preremplie
CIS65243459	XGEVA 120 mg, solution injectable	http://www.romedi.fr/romedi/BNbhif773gmpegeb5jkfblck7i74bvn59a	XGEVA	27033	3400893841433	xgeva 120 mg, solution injectable
CIS61923059	ORELOX ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/BN9eoddfiaparrjr4p0hr6fhgik0407sdr	ORELOX	8550	3400891694796	orelox enfants et nourrissons 40 mg/5 ml, granules pour suspension buvable
CIS61923059	ORELOX ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/BN9eoddfiaparrjr4p0hr6fhgik0407sdr	ORELOX	8509	3400891694857	orelox enfants et nourrissons 40 mg/5 ml, granules pour suspension buvable
CIS62026621	CEFPODOXIME RANBAXY 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	23548	3400893027776	cefpodoxime ranbaxy 100 mg, comprime pellicule
CIS62348800	CEFPODOXIME EG 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	23519	3400893018552	cefpodoxime eg 100 mg, comprime pellicule
CIS63104628	CEFPODOXIME EG ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	22263	3400893215043	cefpodoxime eg enfants et nourrissons 40 mg/5 ml, poudre pour suspension buvable
CIS63643038	CEFPODOXIME SANDOZ 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	24056	3400893021682	cefpodoxime sandoz 100 mg, comprime pellicule
CIS63459312	CEFPODOXIME ARROW LAB 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	30081	3400894070511	cefpodoxime arrow lab 100 mg, comprime pellicule
CIS65528337	ORELOX 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN9eoddfiaparrjr4p0hr6fhgik0407sdr	ORELOX	3637	3400891479058	orelox 100 mg, comprime pellicule
CIS64586017	CEFPODOXIME BIOGARAN 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	23546	3400893027486	cefpodoxime biogaran 100 mg, comprime pellicule
CIS67747931	CEFPODOXIME ARROW 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	23492	3400893012000	cefpodoxime arrow 100 mg, comprime pellicule
CIS67817899	CEFPODOXIME TEVA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	23549	3400893027837	cefpodoxime teva 100 mg, comprime pellicule
CIS68951100	CEFPODOXIME MYLAN PHARMA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	27328	3400893031339	cefpodoxime mylan pharma 100 mg, comprime pellicule
CIS67932983	CEFPODOXIME ARROW ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	24304	3400893212721	cefpodoxime arrow enfants et nourrissons 40 mg/5 ml, poudre pour suspension buvable
CIS67932983	CEFPODOXIME ARROW ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	24305	3400893212899	cefpodoxime arrow enfants et nourrissons 40 mg/5 ml, poudre pour suspension buvable
CIS68411798	CEFPODOXIME CRISTERS 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	28643	3400893299258	cefpodoxime cristers 100 mg, comprime pellicule
CIS69170898	CEFPODOXIME SANDOZ ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	23903	3400893213261	cefpodoxime sandoz enfants et nourrissons 40 mg/5 ml, poudre pour suspension buvable
CIS69170898	CEFPODOXIME SANDOZ ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	23904	3400893213322	cefpodoxime sandoz enfants et nourrissons 40 mg/5 ml, poudre pour suspension buvable
CIS67838110	CEFPODOXIME ARROW GENERIQUES ENFANTS ET NOURRISSONS 40 mg/5 ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/BNrg7umkder8rdak12desqfsbm1vkrqd6j	CEFPODOXIME	30439	3400894086888	cefpodoxime arrow generiques enfants et nourrissons 40 mg/5 ml, granules pour suspension buvable
CIS61981016	DEFANYL 50 mg, comprimé	http://www.romedi.fr/romedi/BNv4vg1rppm8rrecej0gr3hk75e86h1s7k	DEFANYL	2898	3400891303070	defanyl 50 mg, comprime
CIS64232374	DEFANYL 100 mg, comprimé	http://www.romedi.fr/romedi/BNv4vg1rppm8rrecej0gr3hk75e86h1s7k	DEFANYL	415	3400891256482	defanyl 100 mg, comprime
CIS67117128	TOFRANIL 25 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN9pk4pm21llhq79o4tmnumskqsscb9toc	TOFRANIL	6141	3400890934862	tofranil 25 mg, comprime enrobe
CIS68574699	TOFRANIL 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN9pk4pm21llhq79o4tmnumskqsscb9toc	TOFRANIL	4137	3400890934572	tofranil 10 mg, comprime enrobe
CIS68262525	ALKERAN 2 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNiod2q2bn437tesebals7est0j8l4ej60	ALKERAN	14152	3400892074702	alkeran 2 mg, comprime pellicule
CIS60676481	LOCOID, pommade	http://www.romedi.fr/romedi/BNbd7an1ftpbu1dmk6gl6bdqohc3p01m7v	LOCOID	6104	3400890549028	locoid, pommade
CIS61581417	HYDROCORTISONE UPJOHN 100 mg, préparation injectable	http://www.romedi.fr/romedi/BNqjhasrn403oi6k92cbeu9f58hkhjarv9	HYDROCORTISONE	4145	3400890452632	hydrocortisone upjohn 100 mg, preparation injectable
CIS63100455	BACICOLINE A LA BACITRACINE, poudre et solvant pour collyre en solution	http://www.romedi.fr/romedi/BNd7ehkr1urd3ce0l2u8707e9kub41duha	BACICOLINE A LA BACITRACINE	5559	3400890088886	bacicoline a la bacitracine, poudre et solvant pour collyre en solution
CIS60252422	EFFICORT LIPOPHILE 0,127 POUR CENT, crème	http://www.romedi.fr/romedi/BNvhpclp0dpbhg94nm9m5hbothev60tgob	EFFICORT	7088	3400891496147	efficort lipophile 0,127 pour cent, creme
CIS63947112	LOCOID 0,1 POUR CENT, émulsion fluide pour application locale	http://www.romedi.fr/romedi/BNbd7an1ftpbu1dmk6gl6bdqohc3p01m7v	LOCOID	8556	3400891670325	locoid 0,1 pour cent, emulsion fluide pour application locale
CIS64124103	HYDROCORTISONE ROUSSEL 10 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqjhasrn403oi6k92cbeu9f58hkhjarv9	HYDROCORTISONE	4814	3400890452052	hydrocortisone roussel 10 mg, comprime secable
CIS62735380	HYDROCORTISONE BIOCODEX 100 mg, lyophilisat (flacon) et solution pour usage parentéral	http://www.romedi.fr/romedi/BNqjhasrn403oi6k92cbeu9f58hkhjarv9	HYDROCORTISONE	28263	3400892294483	hydrocortisone biocodex 100 mg, lyophilisat (flacon) et solution pour usage parenteral
CIS62550143	SOFTACORT 3,35 mg/ml, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/BN7qjnrbnt1ihec4g4ck8nf53ad0bv63rb	SOFTACORT	32267	3400894288923	softacort 3,35 mg/ml, collyre en solution en recipient unidose
CIS65008233	COLOFOAM, mousse rectale	http://www.romedi.fr/romedi/BN0jac015pj55iphgueqbc00l3clfgt58n	COLOFOAM	960	3400890213868	colofoam, mousse rectale
CIS66841235	LOCOID 0,1%, crème	http://www.romedi.fr/romedi/BNbd7an1ftpbu1dmk6gl6bdqohc3p01m7v	LOCOID	6853	3400890548885	locoid 0,1%, creme
CIS66773332	HYDROCORTISONE UPJOHN 500 mg, préparation injectable	http://www.romedi.fr/romedi/BNqjhasrn403oi6k92cbeu9f58hkhjarv9	HYDROCORTISONE	7278	3400890452861	hydrocortisone upjohn 500 mg, preparation injectable
CIS67369944	LOCOID, crème épaisse pour application locale	http://www.romedi.fr/romedi/BNbd7an1ftpbu1dmk6gl6bdqohc3p01m7v	LOCOID	7124	3400891060072	locoid, creme epaisse pour application locale
CIS66423894	LOCOID, lotion	http://www.romedi.fr/romedi/BNbd7an1ftpbu1dmk6gl6bdqohc3p01m7v	LOCOID	6830	3400890548946	locoid, lotion
CIS65891566	EFFICORT HYDROPHILE 0,127 POUR CENT, crème	http://www.romedi.fr/romedi/BNvhpclp0dpbhg94nm9m5hbothev60tgob	EFFICORT	5839	3400891922486	efficort hydrophile 0,127 pour cent, creme
CIS68243813	HYDROCORTISONE KERAPHARM 1%, crème	http://www.romedi.fr/romedi/BNqjhasrn403oi6k92cbeu9f58hkhjarv9	HYDROCORTISONE	24479	3400893006085	hydrocortisone kerapharm 1%, creme
CIS61506083	XALKORI 250 mg, gélule	http://www.romedi.fr/romedi/BN2a3rjidk5qvl3bakrc71tvbnpb5fc137	XALKORI	26251	3400893892640	xalkori 250 mg, gelule
CIS66937155	XALKORI 200 mg, gélule	http://www.romedi.fr/romedi/BN2a3rjidk5qvl3bakrc71tvbnpb5fc137	XALKORI	26343	3400893892589	xalkori 200 mg, gelule
CIS65777819	OXALIPLATINE ARROW 5 mg/ml, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/BNqfkh4i531eoq675gm1uaf0qgtf5c0q98	OXALIPLATINE	24537	3400893197202	oxaliplatine arrow 5 mg/ml, poudre pour solution pour perfusion
CIS61136926	RENVELA 800 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN31gobckscejt6u69948grcj59vt7pfbk	RENVELA	22464	3400893475508	renvela 800 mg, comprime pellicule
CIS61190991	SEVELAMER CARBONATE MYLAN PHARMA 800 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN894gnmn8hjo1o0uch4f71vunous7bjqi	SEVELAMER CARBONATE	29909	3400894100478	sevelamer carbonate mylan pharma 800 mg, comprime pellicule
CIS68950692	RENAGEL 800 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNandaob27e4ijlka0kg7fqqhpg29iur45	RENAGEL	14469	3400892481678	renagel 800 mg, comprime pellicule
CIS67392245	RENVELA 2,4 g, poudre pour suspension buvable	http://www.romedi.fr/romedi/BN31gobckscejt6u69948grcj59vt7pfbk	RENVELA	25157	3400893475447	renvela 2,4 g, poudre pour suspension buvable
CIS65081377	SEVELAMER CARBONATE SANDOZ 800 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN894gnmn8hjo1o0uch4f71vunous7bjqi	SEVELAMER CARBONATE	30530	3400894126324	sevelamer carbonate sandoz 800 mg, comprime pellicule
CIS66162540	SEVELAMER CARBONATE EG 800 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN894gnmn8hjo1o0uch4f71vunous7bjqi	SEVELAMER CARBONATE	28590	3400894076025	sevelamer carbonate eg 800 mg, comprime pellicule
CIS62899127	KENACORT RETARD 80 mg/2 ml, suspension injectable	http://www.romedi.fr/romedi/BNv580291m2o8bs1hh4j4mnuovf61nqnqs	KENACORT RETARD	5778	3400890488303	kenacort retard 80 mg/2 ml, suspension injectable
CIS65539860	CIDERMEX, pommade ophtalmique	http://www.romedi.fr/romedi/BNufkksv3tr9bogqqn2vdmq0opc24mb7s9	CIDERMEX	3614	3400890196628	cidermex, pommade ophtalmique
CIS65061047	KENACORT RETARD 40 mg/1 ml, suspension injectable	http://www.romedi.fr/romedi/BNv580291m2o8bs1hh4j4mnuovf61nqnqs	KENACORT RETARD	5192	3400890488242	kenacort retard 40 mg/1 ml, suspension injectable
CIS69649126	NASACORT 55 microgrammes par dose, suspension pour pulvérisation nasale	http://www.romedi.fr/romedi/BNril3tsoh93ef8q9hjt7oa5g3fpm1le8f	NASACORT	11482	3400891948332	nasacort 55 microgrammes par dose, suspension pour pulverisation nasale
CIS69888457	NUCTALON 2 mg, comprimé	http://www.romedi.fr/romedi/BN9linat092qkdto390d4to37u0uk59uct	NUCTALON	5902	3400890641548	nuctalon 2 mg, comprime
CIS60498751	DEPRENYL 5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqk348adamn32qam0k4e16ftnpii6d38s	DEPRENYL	921	3400891407259	deprenyl 5 mg, comprime secable
CIS60869007	OTRASEL 1,25 mg, lyophilisat oral	http://www.romedi.fr/romedi/BNnvgp4qdroauvht3ogrnjgb05eeih1lrb	OTRASEL	14410	3400892347745	otrasel 1,25 mg, lyophilisat oral
CIS63585898	SELEGILINE MYLAN 5 mg, comprimé	http://www.romedi.fr/romedi/BNr0dfvktg9f75f1idulr6as3k1aa56v6j	SELEGILINE	11024	3400891980219	selegiline mylan 5 mg, comprime
CIS60683198	ZOLOFT 50 mg, gélule	http://www.romedi.fr/romedi/BNqjngkqc87a03ounnq3ahg1arlcbeaqci	ZOLOFT	2845	3400891817188	zoloft 50 mg, gelule
CIS60155788	ZOLOFT 25 mg, gélule	http://www.romedi.fr/romedi/BNqjngkqc87a03ounnq3ahg1arlcbeaqci	ZOLOFT	13160	3400892292304	zoloft 25 mg, gelule
CIS60398167	SERTRALINE CRISTERS 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	29338	3400893440438	sertraline cristers 50 mg, gelule
CIS60863367	SERTRALINE ALTER 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	16120	3400892826035	sertraline alter 50 mg, gelule
CIS61343825	SERTRALINE RANBAXY 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	15340	3400892783468	sertraline ranbaxy 50 mg, gelule
CIS61358656	SERTRALINE EG 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	15446	3400892783000	sertraline eg 50 mg, gelule
CIS60606586	SERTRALINE EG 25 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	23068	3400892859842	sertraline eg 25 mg, gelule
CIS63063793	SERTRALINE BIOGARAN 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	15338	3400892765198	sertraline biogaran 50 mg, gelule
CIS63417060	SERTRALINE MYLAN 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	15448	3400892783239	sertraline mylan 50 mg, gelule
CIS65490121	SERTRALINE TEVA 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	15535	3400892791043	sertraline teva 50 mg, gelule
CIS65155219	SERTRALINE ARROW 25 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	22372	3400893062845	sertraline arrow 25 mg, gelule
CIS66614337	SERTRALINE MYLAN 25 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	22325	3400892859903	sertraline mylan 25 mg, gelule
CIS67019171	SERTRALINE BIOGARAN 25 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	23173	3400892895512	sertraline biogaran 25 mg, gelule
CIS67151080	SERTRALINE ACTAVIS 25 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	26098	3400892870557	sertraline actavis 25 mg, gelule
CIS67640235	SERTRALINE ACTAVIS 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	22947	3400892793863	sertraline actavis 50 mg, gelule
CIS68728154	SERTRALINE ALMUS 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	29285	3400892823652	sertraline almus 50 mg, gelule
CIS69187164	SERTRALINE SANDOZ 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	15447	3400892781976	sertraline sandoz 50 mg, gelule
CIS69974276	SERTRALINE ARROW 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	15453	3400892782928	sertraline arrow 50 mg, gelule
CIS69038462	SERTRALINE CRISTERS 25 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	29337	3400893440377	sertraline cristers 25 mg, gelule
CIS69185423	SERTRALINE PFIZER 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	24020	3400893297247	sertraline pfizer 50 mg, gelule
CIS64276748	SERTRALINE ARROW LAB 50 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	32776	3400894293606	sertraline arrow lab 50 mg, gelule
CIS65090846	SERTRALINE ARROW LAB 25 mg, gélule	http://www.romedi.fr/romedi/BNscqj1e9cpn956kt2kn0gnadha3khdba3	SERTRALINE	32437	3400894293545	sertraline arrow lab 25 mg, gelule
CIS61426025	ANAFRANIL 75 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNl9gfchouqr6mhogmnj34mend1ska79e1	ANAFRANIL	7586	3400890045773	anafranil 75 mg, comprime pellicule secable
CIS60528874	CLOMIPRAMINE SANDOZ 75 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BN3vuvgkv8773gqvu2a3753lfr24fgnt89	CLOMIPRAMINE	15979	3400892688565	clomipramine sandoz 75 mg, comprime pellicule secable
CIS60887980	CLOMIPRAMINE SANDOZ 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN3vuvgkv8773gqvu2a3753lfr24fgnt89	CLOMIPRAMINE	16209	3400892731711	clomipramine sandoz 10 mg, comprime pellicule
CIS61649829	CLOMIPRAMINE SANDOZ 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN3vuvgkv8773gqvu2a3753lfr24fgnt89	CLOMIPRAMINE	20990	3400892731889	clomipramine sandoz 25 mg, comprime pellicule
CIS61649829	CLOMIPRAMINE SANDOZ 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN3vuvgkv8773gqvu2a3753lfr24fgnt89	CLOMIPRAMINE	12379	3400892731889	clomipramine sandoz 25 mg, comprime pellicule
CIS63066063	CLOMIPRAMINE MYLAN 75 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BN3vuvgkv8773gqvu2a3753lfr24fgnt89	CLOMIPRAMINE	12664	3400892212401	clomipramine mylan 75 mg, comprime pellicule secable
CIS69235342	ANAFRANIL 25 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNl9gfchouqr6mhogmnj34mend1ska79e1	ANAFRANIL	4699	3400890046145	anafranil 25 mg, comprime enrobe
CIS69273510	ANAFRANIL 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNl9gfchouqr6mhogmnj34mend1ska79e1	ANAFRANIL	4462	3400890045834	anafranil 10 mg, comprime enrobe
CIS69281119	ANAFRANIL 25 mg/2 ml, solution injectable	http://www.romedi.fr/romedi/BNl9gfchouqr6mhogmnj34mend1ska79e1	ANAFRANIL	4021	3400890046084	anafranil 25 mg/2 ml, solution injectable
CIS68837972	CLOMIPRAMINE (CHLORHYDRATE) MYLAN 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN3vuvgkv8773gqvu2a3753lfr24fgnt89	CLOMIPRAMINE	10676	3400891902785	clomipramine (chlorhydrate) mylan 25 mg, comprime pellicule
CIS68990612	CLOMIPRAMINE (CHLORHYDRATE) MYLAN 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN3vuvgkv8773gqvu2a3753lfr24fgnt89	CLOMIPRAMINE	10677	3400891902617	clomipramine (chlorhydrate) mylan 10 mg, comprime pellicule
CIS60160707	DEROXAT 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNcg987e2cktnp1973rveeo97uth644ec5	DEROXAT	8447	3400891700053	deroxat 20 mg, comprime pellicule secable
CIS60040608	PAROXETINE RATIOPHARM 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	14704	3400892470504	paroxetine ratiopharm 20 mg, comprime pellicule secable
CIS60546662	PAROXETINE MYLAN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	14705	3400892469553	paroxetine mylan 20 mg, comprime pellicule secable
CIS60945451	PAROXETINE SANDOZ 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	14709	3400892441696	paroxetine sandoz 20 mg, comprime pellicule secable
CIS60945451	PAROXETINE SANDOZ 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	15917	3400892793344	paroxetine sandoz 20 mg, comprime pellicule secable
CIS65760638	DEROXAT 20 mg/10 ml, suspension buvable	http://www.romedi.fr/romedi/BNcg987e2cktnp1973rveeo97uth644ec5	DEROXAT	12416	3400892150734	deroxat 20 mg/10 ml, suspension buvable
CIS68085224	DIVARIUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNl0rgi1o01pr0una079ka1gl3i5u7mndn	DIVARIUS	14361	3400892460277	divarius 20 mg, comprime pellicule secable
CIS64657756	PAROXETINE ZYDUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	24492	3400893019382	paroxetine zydus 20 mg, comprime pellicule secable
CIS64854287	PAROXETINE BIOGARAN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	15163	3400892729640	paroxetine biogaran 20 mg, comprime pellicule secable
CIS66176497	PAROXETINE EG 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	15343	3400892787770	paroxetine eg 20 mg, comprime pellicule secable
CIS64941258	PAROXETINE ALMUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	25321	3400892894041	paroxetine almus 20 mg, comprime pellicule secable
CIS65320578	PAROXETINE ARROW 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	22887	3400892725857	paroxetine arrow 20 mg, comprime pellicule secable
CIS66275029	PAROXETINE ALTER 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	23191	3400892893969	paroxetine alter 20 mg, comprime pellicule secable
CIS69188939	PAROXETINE EVOLUGEN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	29550	3400892893730	paroxetine evolugen 20 mg, comprime pellicule secable
CIS69314170	PAROXETINE ZENTIVA 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	16106	3400892745268	paroxetine zentiva 20 mg, comprime pellicule secable
CIS65668830	PAROXETINE TEVA 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	25178	3400893478288	paroxetine teva 20 mg, comprime pellicule secable
CIS63912862	LUDIOMIL 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN30g70f1a1b4800l45t8lpe3op06enolu	LUDIOMIL	5165	3400890552677	ludiomil 25 mg, comprime pellicule
CIS67798274	LUDIOMIL 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN30g70f1a1b4800l45t8lpe3op06enolu	LUDIOMIL	4775	3400890552738	ludiomil 75 mg, comprime pellicule
CIS60439525	FLOXYFRAL 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNto9urmhjg9o9upau6islqakdau12dlc9	FLOXYFRAL	6311	3400891585766	floxyfral 100 mg, comprime pellicule secable
CIS61460248	FLUVOXAMINE EG 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	14616	3400892437675	fluvoxamine eg 50 mg, comprime pellicule secable
CIS63927049	FLUVOXAMINE MYLAN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	22692	3400892415154	fluvoxamine mylan 50 mg, comprime pellicule secable
CIS62991472	FLUVOXAMINE ARROW 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	25566	3400893175439	fluvoxamine arrow 100 mg, comprime pellicule secable
CIS65470567	FLOXYFRAL 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNto9urmhjg9o9upau6islqakdau12dlc9	FLOXYFRAL	6843	3400891068818	floxyfral 50 mg, comprime pellicule secable
CIS64514110	FLUVOXAMINE EG 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	14618	3400892437507	fluvoxamine eg 100 mg, comprime pellicule secable
CIS67196175	FLUVOXAMINE SANDOZ 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	23452	3400892993836	fluvoxamine sandoz 100 mg, comprime pellicule secable
CIS68288712	FLUVOXAMINE ARROW 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	24159	3400893175668	fluvoxamine arrow 50 mg, comprime pellicule secable
CIS60267171	SIFROL 1,05 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BN0ppbfk2f7huvsfajp05pngvrlvloso0s	SIFROL	22196	3400893460429	sifrol 1,05 mg, comprime a liberation prolongee
