diseaseUri	CIS	CISLabel	CISLabel_processed
Q19597369	CIS60928772	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique: 8/1)	amoxicilline/acide clavulanique zydus france 500 mg/62,5 mg adultes, comprime pellicule (rapport amoxicilline/acide clavulanique: 8/1)
Q19597369	CIS60998361	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline/acide clavulanique mylan 1 g/125 mg adultes, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS61794842	AMODEX 1 g, comprimé dispersible	amodex 1 g, comprime dispersible
Q19597369	CIS61634827	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline acide clavulanique sandoz 100 mg/12,5 mg par ml enfants, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS61633586	AMOXICILLINE ZYDUS 500 mg/5 ml, poudre pour suspension buvable	amoxicilline zydus 500 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS61705224	AMOXICILLINE ZENTIVA 1 g, comprimé pelliculé dispersible	amoxicilline zentiva 1 g, comprime pellicule dispersible
Q19597369	CIS61771313	AMOXICILLINE ARROW 125 mg/5 ml, poudre pour suspension buvable	amoxicilline arrow 125 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS62846562	AMOXICILLINE EG LABO 1 g, comprimé dispersible	amoxicilline eg labo 1 g, comprime dispersible
Q19597369	CIS63565244	AUGMENTIN 500 mg/62,5 mg, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	augmentin 500 mg/62,5 mg, comprime pellicule (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS63750773	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline/acide clavulanique sandoz 500 mg/62,5 mg adultes, comprime pellicule (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS60851920	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/100 mg, poudre pour solution injectable / pour perfusion (IV)	amoxicilline/acide clavulanique mylan 1 g/100 mg, poudre pour solution injectable / pour perfusion (iv)
Q19597369	CIS61103310	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 500 mg/50 mg, poudre pour solution injectable / pour perfusion (IV)	amoxicilline/acide clavulanique mylan 500 mg/50 mg, poudre pour solution injectable / pour perfusion (iv)
Q19597369	CIS62096413	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/200 mg ADULTES, poudre pour solution injectable/pour perfusion (I.V.)	amoxicilline/acide clavulanique sandoz 1 g/200 mg adultes, poudre pour solution injectable/pour perfusion (i.v.)
Q19597369	CIS63327759	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 2 g/200 mg ADULTES, poudre pour solution pour perfusion	amoxicilline/acide clavulanique sandoz 2 g/200 mg adultes, poudre pour solution pour perfusion
Q19597369	CIS60151544	AMOXICILLINE ALMUS 1 g, comprimé dispersible	amoxicilline almus 1 g, comprime dispersible
Q19597369	CIS62457618	AMOXICILLINE EG 1 g, comprimé dispersible	amoxicilline eg 1 g, comprime dispersible
Q19597369	CIS64582182	AUGMENTIN 1 g/200 mg, poudre pour solution injectable/pour perfusion (IV)	augmentin 1 g/200 mg, poudre pour solution injectable/pour perfusion (iv)
Q19597369	CIS67140810	CLAMOXYL 250 mg/ 5 ml, poudre pour suspension buvable	clamoxyl 250 mg/ 5 ml, poudre pour suspension buvable
Q19597369	CIS67707794	CLAMOXYL 500 mg, gélule	clamoxyl 500 mg, gelule
Q19597369	CIS69325964	AUGMENTIN 500 mg/50 mg, poudre pour solution injectable/pour perfusion (IV)	augmentin 500 mg/50 mg, poudre pour solution injectable/pour perfusion (iv)
Q19597369	CIS66053338	AUGMENTIN 1 g/125 mg, poudre pour suspension buvable en sachet-dose (Rapport amoxicilline/acide clavulanique : 8/1)	augmentin 1 g/125 mg, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS64539416	CLAMOXYL 1 g, comprimé dispersible	clamoxyl 1 g, comprime dispersible
Q19597369	CIS66853013	AUGMENTIN 100 mg/12,50 mg par ml ENFANTS, poudre pour suspension buvable en flacon (Rapport amoxicilline/acide clavulanique : 8/1)	augmentin 100 mg/12,50 mg par ml enfants, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS66836715	AMOXICILLINE MYLAN 500 mg, gélule	amoxicilline mylan 500 mg, gelule
Q19597369	CIS66918105	AMOXICILLINE PANPHARMA 1 g, poudre pour solution injectable	amoxicilline panpharma 1 g, poudre pour solution injectable
Q19597369	CIS69416855	AMOXICILLINE PANPHARMA 2 g, poudre pour solution injectable	amoxicilline panpharma 2 g, poudre pour solution injectable
Q19597369	CIS69915160	AMOXICILLINE PANPHARMA 1 g/5 ml, poudre et solution pour solution injectable (IM)	amoxicilline panpharma 1 g/5 ml, poudre et solution pour solution injectable (im)
Q19597369	CIS69978246	AUGMENTIN 100 mg/12,50 mg par ml NOURRISSONS, poudre pour suspension buvable (Rapport amoxicilline/acide clavulanique : 8/1)	augmentin 100 mg/12,50 mg par ml nourrissons, poudre pour suspension buvable (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS65541548	AMOXICILLINE / ACIDE CLAVULANIQUE MYLAN 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline / acide clavulanique mylan 500 mg/62,5 mg adultes, comprime pellicule (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS64236198	AMOXICILLINE TEVA 500 mg, gélule	amoxicilline teva 500 mg, gelule
Q19597369	CIS64882258	AMOXICILLINE ARROW 1 g, comprimé pelliculé dispersible	amoxicilline arrow 1 g, comprime pellicule dispersible
Q19597369	CIS65857681	AMOXICILLINE ARROW 500 mg/5 ml, poudre pour suspension buvable	amoxicilline arrow 500 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS68144249	AMOXICILLINE ACIDE CLAVULANIQUE MYLAN 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline acide clavulanique mylan 100 mg/12,5 mg par ml nourrissons, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS66773446	AMOXICILLINE ARROW 250 mg/5 ml, poudre pour suspension buvable	amoxicilline arrow 250 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS67385172	AMOXICILLINE BIOGARAN 1 g, comprimé dispersible	amoxicilline biogaran 1 g, comprime dispersible
Q19597369	CIS67489979	AMOXICILLINE EG 500 mg, gélule	amoxicilline eg 500 mg, gelule
Q19597369	CIS64473140	AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA 2 g/200 mg ADULTES, poudre pour solution injectable	amoxicilline/acide clavulanique panpharma 2 g/200 mg adultes, poudre pour solution injectable
Q19597369	CIS65324007	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/50 mg NOURRISSONS ET ENFANTS, poudre pour solution injectable (I.V.)	amoxicilline/acide clavulanique sandoz 500 mg/50 mg nourrissons et enfants, poudre pour solution injectable (i.v.)
Q19597369	CIS65786907	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline/acide clavulanique sandoz 1 g/125 mg adultes, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS64338986	AMOXICILLINE ALMUS 500 mg, gélule	amoxicilline almus 500 mg, gelule
Q19597369	CIS64516894	AMOXICILLINE SANDOZ 250 mg/5 ml, poudre pour suspension buvable	amoxicilline sandoz 250 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS65183581	AMOXICILLINE SANDOZ 125 mg/5 ml, poudre pour suspension buvable	amoxicilline sandoz 125 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS67222296	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline acide clavulanique sandoz 100 mg/12,5 mg par ml nourrissons, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS67071339	AMOXICILLINE ALMUS 1 g, comprimé pelliculé dispersible	amoxicilline almus 1 g, comprime pellicule dispersible
Q19597369	CIS67744718	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 2 g/200 mg ADULTES, poudre pour solution pour perfusion	amoxicilline/acide clavulanique mylan 2 g/200 mg adultes, poudre pour solution pour perfusion
Q19597369	CIS68399919	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/200 mg ADULTES, poudre pour solution injectable / pour perfusion (IV)	amoxicilline/acide clavulanique mylan 1 g/200 mg adultes, poudre pour solution injectable / pour perfusion (iv)
Q19597369	CIS69857586	AMOXICILLINE SANDOZ 500 mg/5 ml, poudre pour suspension buvable	amoxicilline sandoz 500 mg/5 ml, poudre pour suspension buvable
Q19597369	CIS64672103	AMOXICILLINE SANDOZ 1 g, comprimé dispersible	amoxicilline sandoz 1 g, comprime dispersible
Q19597369	CIS64470824	AMOXICILLINE MYLAN PHARMA 1 g, comprimé dispersible	amoxicilline mylan pharma 1 g, comprime dispersible
Q19597369	CIS66916798	AMOXICILLINE ARROW LAB 500 mg, gélule	amoxicilline arrow lab 500 mg, gelule
Q19597369	CIS66929913	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA K.S 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	amoxicilline/acide clavulanique zentiva k.s 1 g/125 mg adultes, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)
Q19597369	CIS69166540	AMOXICILLINE ARROW LAB 1 g, comprimé dispersible	amoxicilline arrow lab 1 g, comprime dispersible
Q19597369	CIS69489433	AMOXICILLINE CRISTERS 1 g, comprimé dispersible	amoxicilline cristers 1 g, comprime dispersible
Q18553565	CIS60044987	CAPECITABINE MYLAN 500 mg, comprimé pelliculé	capecitabine mylan 500 mg, comprime pellicule
Q18553565	CIS61673260	CAPECITABINE ARROW 500 mg, comprimé pelliculé	capecitabine arrow 500 mg, comprime pellicule
Q18553565	CIS63611923	CAPECITABINE ARROW 150 mg, comprimé pelliculé	capecitabine arrow 150 mg, comprime pellicule
Q18553565	CIS65918903	XELODA 500 mg, comprimé pelliculé	xeloda 500 mg, comprime pellicule
Q18553565	CIS69771849	XELODA 150 mg, comprimé pelliculé	xeloda 150 mg, comprime pellicule
Q18553565	CIS65970775	CAPECITABINE ACCORD 500 mg, comprimé pelliculé	capecitabine accord 500 mg, comprime pellicule
Q18553565	CIS65982788	CAPECITABINE MYLAN 150 mg, comprimé pelliculé	capecitabine mylan 150 mg, comprime pellicule
Q18556540	CIS60044987	CAPECITABINE MYLAN 500 mg, comprimé pelliculé	capecitabine mylan 500 mg, comprime pellicule
Q18556540	CIS61673260	CAPECITABINE ARROW 500 mg, comprimé pelliculé	capecitabine arrow 500 mg, comprime pellicule
Q18556540	CIS63611923	CAPECITABINE ARROW 150 mg, comprimé pelliculé	capecitabine arrow 150 mg, comprime pellicule
Q18556540	CIS65918903	XELODA 500 mg, comprimé pelliculé	xeloda 500 mg, comprime pellicule
Q18556540	CIS69771849	XELODA 150 mg, comprimé pelliculé	xeloda 150 mg, comprime pellicule
Q18556540	CIS65970775	CAPECITABINE ACCORD 500 mg, comprimé pelliculé	capecitabine accord 500 mg, comprime pellicule
Q18556540	CIS65982788	CAPECITABINE MYLAN 150 mg, comprimé pelliculé	capecitabine mylan 150 mg, comprime pellicule
Q19597369	CIS61784766	EXOCINE 0,3 POUR CENT, collyre	exocine 0,3 pour cent, collyre
Q19597369	CIS60151697	OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable	ofloxacine biogaran 200 mg, comprime pellicule secable
Q19597369	CIS61875707	OFLOXACINE MYLAN PHARMA 200 mg/40 ml, solution pour perfusion	ofloxacine mylan pharma 200 mg/40 ml, solution pour perfusion
Q19597369	CIS61932026	OFLOXACINE TEVA 200 mg, comprimé pelliculé sécable	ofloxacine teva 200 mg, comprime pellicule secable
Q19597369	CIS62038794	OFLOXACINE EG 200 mg, comprimé pelliculé sécable	ofloxacine eg 200 mg, comprime pellicule secable
Q19597369	CIS63222377	MONOFLOCET 200 mg, comprimé pelliculé	monoflocet 200 mg, comprime pellicule
Q19597369	CIS61868157	OFLOXACINE MACOPHARMA 200 mg/40 ml, solution pour perfusion	ofloxacine macopharma 200 mg/40 ml, solution pour perfusion
Q19597369	CIS61118807	QUINOFREE 1,5 mg/0,5 ml, collyre en récipient unidose	quinofree 1,5 mg/0,5 ml, collyre en recipient unidose
Q19597369	CIS66484819	OFLOCET 200 mg, comprimé pelliculé sécable	oflocet 200 mg, comprime pellicule secable
Q19597369	CIS68399214	OFLOCET 1,5 mg/0,5 ml, solution auriculaire en récipient unidose	oflocet 1,5 mg/0,5 ml, solution auriculaire en recipient unidose
Q19597369	CIS65080478	OFLOXACINE MYLAN 200 mg, comprimé pelliculé sécable	ofloxacine mylan 200 mg, comprime pellicule secable
Q19597369	CIS68270924	OFLOXACINE ARROW 200 mg, comprimé pelliculé sécable	ofloxacine arrow 200 mg, comprime pellicule secable
Q19597369	CIS65525298	OFLOXACINE MYLAN 200 mg/40 ml, solution pour perfusion	ofloxacine mylan 200 mg/40 ml, solution pour perfusion
Q19597369	CIS67182916	OFLOXACINE AGUETTANT 200 mg/40 ml, solution pour perfusion	ofloxacine aguettant 200 mg/40 ml, solution pour perfusion
Q19597369	CIS66256370	OFLOXACINE BIOGARAN 1,5 mg/0,5 ml, solution pour instillation auriculaire en récipient unidose	ofloxacine biogaran 1,5 mg/0,5 ml, solution pour instillation auriculaire en recipient unidose
Q19597369	CIS69918249	MONOOX 1,5 mg/0,5 ml, collyre en solution en récipient unidose	monoox 1,5 mg/0,5 ml, collyre en solution en recipient unidose
Q19597369	CIS69497177	STERDEX, pommade ophtalmique en récipient unidose	sterdex, pommade ophtalmique en recipient unidose
Q19597369	CIS66592652	AURICULARUM, poudre et solvant pour suspension pour instillation auriculaire	auricularum, poudre et solvant pour suspension pour instillation auriculaire
Q19000444	CIS62124478	TERALITHE 250 mg, comprimé sécable	teralithe 250 mg, comprime secable
Q19000444	CIS63672890	LITHIUM OLIGOSOL, solution buvable en ampoule ou en récipient unidose	lithium oligosol, solution buvable en ampoule ou en recipient unidose
Q19000444	CIS67292476	TERALITHE LP 400 mg, comprimé sécable à libération prolongée	teralithe lp 400 mg, comprime secable a liberation prolongee
Q19000444	CIS64598133	LITHIODERM 8 %, gel	lithioderm 8 %, gel
Q19597369	CIS60705552	OROKEN NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable en flacon	oroken nourrissons 40 mg/5 ml, poudre pour suspension buvable en flacon
Q19597369	CIS60237790	CEFIXIME ARROW 200 mg, comprimé pelliculé	cefixime arrow 200 mg, comprime pellicule
Q19597369	CIS60762126	CEFIXIME ZENTIVA 200 mg, comprimé pelliculé	cefixime zentiva 200 mg, comprime pellicule
Q19597369	CIS63309743	CEFIXIME BIOGARAN 200 mg, comprimé pelliculé	cefixime biogaran 200 mg, comprime pellicule
Q19597369	CIS62217516	CEFIXIME MYLAN PHARMA 200 mg, comprimé pelliculé	cefixime mylan pharma 200 mg, comprime pellicule
Q19597369	CIS66907450	OROKEN ENFANTS 100 mg/5 ml, poudre pour suspension buvable en flacon	oroken enfants 100 mg/5 ml, poudre pour suspension buvable en flacon
Q19597369	CIS67393849	OROKEN 200 mg, comprimé pelliculé	oroken 200 mg, comprime pellicule
Q19597369	CIS64821860	CEFIXIME ALMUS 200 mg, comprimé pelliculé	cefixime almus 200 mg, comprime pellicule
Q19597369	CIS69038035	CEFIXIME MYLAN 200 mg, comprimé pelliculé	cefixime mylan 200 mg, comprime pellicule
Q19597369	CIS69100387	CEFIXIME EG 200 mg, comprimé pelliculé	cefixime eg 200 mg, comprime pellicule
Q19597369	CIS69995637	CEFIXIME TEVA 200 mg, comprimé pelliculé	cefixime teva 200 mg, comprime pellicule
Q19597369	CIS67490967	CEFIXIME ARROW LAB 200 mg, comprimé pelliculé	cefixime arrow lab 200 mg, comprime pellicule
Q19597369	CIS68809147	CEFIXIME CRISTERS 200 mg, comprimé pelliculé	cefixime cristers 200 mg, comprime pellicule
Q19597369	CIS60891060	TETRALYSAL 300 mg, gélule	tetralysal 300 mg, gelule
Q19597369	CIS63941426	PYLERA 140 mg/125 mg/125 mg, gélule	pylera 140 mg/125 mg/125 mg, gelule
Q19597369	CIS67351818	LYMECYCLINE ARROW 408 mg (équivalent à 300 mg de tétracycline base), gélule	lymecycline arrow 408 mg (equivalent a 300 mg de tetracycline base), gelule
Q17141201	CIS62469613	SPORANOX 100 mg, gélule	sporanox 100 mg, gelule
Q17141201	CIS69998156	SPORANOX 10 mg/ml, solution buvable	sporanox 10 mg/ml, solution buvable
Q17141201	CIS66188581	ITRACONAZOLE SANDOZ 100 mg, gélule	itraconazole sandoz 100 mg, gelule
Q17141201	CIS69662344	ITRACONAZOLE TEVA 100 mg, gélule	itraconazole teva 100 mg, gelule
Q17141201	CIS67768295	ITRACONAZOLE HEXAL 100 mg, gélule	itraconazole hexal 100 mg, gelule
Q19000444	CIS60059081	RITALINE 10 mg, comprimé sécable	ritaline 10 mg, comprime secable
Q19000444	CIS60047182	CONCERTA LP 54 mg, comprimé à libération prolongée	concerta lp 54 mg, comprime a liberation prolongee
Q19000444	CIS60756917	CONCERTA LP 18 mg, comprimé à libération prolongée	concerta lp 18 mg, comprime a liberation prolongee
Q19000444	CIS63930084	CONCERTA LP 36 mg, comprimé à libération prolongée	concerta lp 36 mg, comprime a liberation prolongee
Q19000444	CIS61145640	MEDIKINET 5 mg, gélule à libération modifiée	medikinet 5 mg, gelule a liberation modifiee
Q19000444	CIS61810983	RITALINE LP 10 mg, gélule à libération prolongée	ritaline lp 10 mg, gelule a liberation prolongee
Q19000444	CIS63000533	MEDIKINET 10 mg, gélule à libération modifiée	medikinet 10 mg, gelule a liberation modifiee
Q19000444	CIS63657828	MEDIKINET 20 mg, gélule à libération modifiée	medikinet 20 mg, gelule a liberation modifiee
Q19000444	CIS63814140	QUASYM L.P. 30 mg, gélule à libération modifiée	quasym l.p. 30 mg, gelule a liberation modifiee
Q19000444	CIS64211191	MEDIKINET 40 mg, gélule à libération modifiée	medikinet 40 mg, gelule a liberation modifiee
Q19000444	CIS64348400	RITALINE L.P. 20 mg, gélule à libération prolongée	ritaline l.p. 20 mg, gelule a liberation prolongee
Q19000444	CIS68808796	RITALINE L.P. 30 mg, gélule à libération prolongée	ritaline l.p. 30 mg, gelule a liberation prolongee
Q19000444	CIS69348361	RITALINE L.P. 40 mg, gélule à libération prolongée	ritaline l.p. 40 mg, gelule a liberation prolongee
Q19000444	CIS64588580	QUASYM L.P. 10 mg, gélule à libération modifiée	quasym l.p. 10 mg, gelule a liberation modifiee
Q19000444	CIS68496649	QUASYM L.P. 20 mg, gélule à libération modifiée	quasym l.p. 20 mg, gelule a liberation modifiee
Q19000444	CIS66592983	MEDIKINET 30 mg, gélule à libération modifiée	medikinet 30 mg, gelule a liberation modifiee
Q19000444	CIS67844330	METHYLPHENIDATE MYLAN PHARMA LP 54 mg, comprimé à libération prolongée	methylphenidate mylan pharma lp 54 mg, comprime a liberation prolongee
Q19000444	CIS68296221	METHYLPHENIDATE MYLAN PHARMA LP 18 mg, comprimé à libération prolongée	methylphenidate mylan pharma lp 18 mg, comprime a liberation prolongee
Q19000444	CIS69379595	METHYLPHENIDATE MYLAN PHARMA LP 36 mg, comprimé à libération prolongée	methylphenidate mylan pharma lp 36 mg, comprime a liberation prolongee
Q18975855	CIS60391646	AVASTIN 25 mg/ml, solution à diluer pour perfusion	avastin 25 mg/ml, solution a diluer pour perfusion
Q19597369	CIS61068069	ZINNAT 125 mg/5 ml ENFANTS ET NOURRISSONS, granulés pour suspension buvable en flacon	zinnat 125 mg/5 ml enfants et nourrissons, granules pour suspension buvable en flacon
Q19597369	CIS62562672	ZINNAT 750 mg, poudre pour solution injectable (I.M., I.V.)	zinnat 750 mg, poudre pour solution injectable (i.m., i.v.)
Q19597369	CIS63424838	ZINNAT 125 mg, comprimé pelliculé	zinnat 125 mg, comprime pellicule
Q19597369	CIS61101964	CEFUROXIME MYLAN 1,5 g, poudre pour solution pour perfusion	cefuroxime mylan 1,5 g, poudre pour solution pour perfusion
Q19597369	CIS61187486	CEFUROXIME MYLAN 125 mg, comprimé enrobé	cefuroxime mylan 125 mg, comprime enrobe
Q19597369	CIS61866327	CEFUROXIME MYLAN 500 mg, comprimé enrobé	cefuroxime mylan 500 mg, comprime enrobe
Q19597369	CIS61664368	CEFUROXIME TEVA 500 mg, comprimé pelliculé	cefuroxime teva 500 mg, comprime pellicule
Q19597369	CIS62655190	CEFUROXIME EG 500 mg, comprimé	cefuroxime eg 500 mg, comprime
Q19597369	CIS64292072	ZINNAT 1,5 g, poudre pour solution pour perfusion	zinnat 1,5 g, poudre pour solution pour perfusion
Q19597369	CIS68943502	ZINNAT 250 mg, poudre pour solution injectable (I.M., I.V.)	zinnat 250 mg, poudre pour solution injectable (i.m., i.v.)
Q19597369	CIS65998162	CEFUROXIME FLAVELAB 250 mg, poudre pour solution injectable (IM - IV)	cefuroxime flavelab 250 mg, poudre pour solution injectable (im - iv)
Q19597369	CIS67941295	CEFUROXIME PANPHARMA 750 mg, poudre pour solution injectable (IM-IV)	cefuroxime panpharma 750 mg, poudre pour solution injectable (im-iv)
Q19597369	CIS69634836	ZINNAT 250 mg, comprimé pelliculé	zinnat 250 mg, comprime pellicule
Q19597369	CIS69501597	CEFUROXIME PANPHARMA 1,5 g, poudre pour solution pour perfusion	cefuroxime panpharma 1,5 g, poudre pour solution pour perfusion
Q19597369	CIS64744218	CEFUROXIME MYLAN 750 mg, poudre pour solution injectable (IV) et suspension injectable (IM)	cefuroxime mylan 750 mg, poudre pour solution injectable (iv) et suspension injectable (im)
Q19597369	CIS64731103	CEFUROXIME SANDOZ 500 mg, comprimé enrobé	cefuroxime sandoz 500 mg, comprime enrobe
Q19597369	CIS66147392	CEFUROXIME BIOGARAN 250 mg, comprimé pelliculé	cefuroxime biogaran 250 mg, comprime pellicule
Q19597369	CIS66169467	CEFUROXIME SANDOZ 250 mg, comprimé enrobé	cefuroxime sandoz 250 mg, comprime enrobe
Q19597369	CIS66494311	CEFUROXIME ZENTIVA 500 mg, comprimé enrobé	cefuroxime zentiva 500 mg, comprime enrobe
Q19597369	CIS67104586	CEFUROXIME MYLAN 250 mg, comprimé enrobé	cefuroxime mylan 250 mg, comprime enrobe
Q19597369	CIS67186747	CEFUROXIME EG 250 mg, comprimé	cefuroxime eg 250 mg, comprime
Q19597369	CIS69166063	CEFUROXIME BIOGARAN 500 mg, comprimé pelliculé	cefuroxime biogaran 500 mg, comprime pellicule
Q19597369	CIS65694469	CEFUROXIME ARROW 250 mg, comprimé pelliculé	cefuroxime arrow 250 mg, comprime pellicule
Q19597369	CIS68297693	CEFUROXIME ARROW 500 mg, comprimé pelliculé	cefuroxime arrow 500 mg, comprime pellicule
Q16935263	CIS60804995	AXEPIM 1 g, poudre pour usage parentéral	axepim 1 g, poudre pour usage parenteral
Q16935263	CIS61110397	CEFEPIME GERDA 2 g, poudre pour solution injectable (IV)	cefepime gerda 2 g, poudre pour solution injectable (iv)
Q16935263	CIS61957549	CEFEPIME PANPHARMA 1 g, poudre pour solution injectable (IM/IV)	cefepime panpharma 1 g, poudre pour solution injectable (im/iv)
Q16935263	CIS67288175	AXEPIM 2 g, poudre pour usage parentéral	axepim 2 g, poudre pour usage parenteral
Q16935263	CIS65002725	CEFEPIME MYLAN 1 g, poudre pour solution injectable	cefepime mylan 1 g, poudre pour solution injectable
Q16935263	CIS68804495	CEFEPIME MYLAN 2 g, poudre pour solution injectable	cefepime mylan 2 g, poudre pour solution injectable
Q16935263	CIS69701039	CEFEPIME PANPHARMA 2 g, poudre pour solution injectable (IV)	cefepime panpharma 2 g, poudre pour solution injectable (iv)
Q19597369	CIS61684812	LEVOFLOXACINE BIOGARAN 500 mg, comprimé pelliculé sécable	levofloxacine biogaran 500 mg, comprime pellicule secable
Q19597369	CIS61875867	LEVOFLOXACINE EG 5 mg/ml, solution pour perfusion	levofloxacine eg 5 mg/ml, solution pour perfusion
Q19597369	CIS62500172	LEVOFLOXACINE ARROW 5 mg/ml, solution pour perfusion	levofloxacine arrow 5 mg/ml, solution pour perfusion
Q19597369	CIS62546668	LEVOFLOXACINE KABI 5 mg/ml, solution pour perfusion	levofloxacine kabi 5 mg/ml, solution pour perfusion
Q19597369	CIS64784789	TAVANIC 500 mg, comprimé pelliculé sécable	tavanic 500 mg, comprime pellicule secable
Q19597369	CIS69091027	TAVANIC 5 mg/ml, solution pour perfusion	tavanic 5 mg/ml, solution pour perfusion
Q19597369	CIS65559635	TAVANIC 500 mg, comprimé pelliculé sécable	tavanic 500 mg, comprime pellicule secable
Q19597369	CIS66317916	LEVOFLOXACINE MYLAN 5 mg/ml, solution pour perfusion	levofloxacine mylan 5 mg/ml, solution pour perfusion
Q19597369	CIS65819403	LEVOFLOXACINE MYLAN 500 mg, comprimé pelliculé sécable	levofloxacine mylan 500 mg, comprime pellicule secable
Q19597369	CIS65982158	LEVOFLOXACINE ZENTIVA 500 mg, comprimé pelliculé sécable	levofloxacine zentiva 500 mg, comprime pellicule secable
Q19597369	CIS66377564	LEVOFLOXACINE CRISTERS 500 mg, comprimé pelliculé sécable	levofloxacine cristers 500 mg, comprime pellicule secable
Q19597369	CIS67418601	LEVOFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable	levofloxacine sandoz 500 mg, comprime pellicule secable
Q19597369	CIS67647226	LEVOFLOXACINE EVOLUGEN 500 mg, comprimé pelliculé sécable	levofloxacine evolugen 500 mg, comprime pellicule secable
Q19597369	CIS68444182	LEVOFLOXACINE ALMUS 500 mg, comprimé pelliculé sécable	levofloxacine almus 500 mg, comprime pellicule secable
Q19597369	CIS68463581	LEVOFLOXACINE RANBAXY 500 mg, comprimé pelliculé sécable	levofloxacine ranbaxy 500 mg, comprime pellicule secable
Q19597369	CIS68877283	LEVOFLOXACINE ACTAVIS 500 mg, comprimé pelliculé sécable	levofloxacine actavis 500 mg, comprime pellicule secable
Q19597369	CIS69094443	LEVOFLOXACINE ARROW 500 mg, comprimé pelliculé sécable	levofloxacine arrow 500 mg, comprime pellicule secable
Q19597369	CIS69486152	TAVANIC 500 mg, comprimé pelliculé sécable	tavanic 500 mg, comprime pellicule secable
Q19597369	CIS69588470	LEVOFLOXACINE EG 500 mg, comprimé pelliculé sécable	levofloxacine eg 500 mg, comprime pellicule secable
Q19597369	CIS65554570	TAVANIC 500 mg, comprimé pelliculé sécable	tavanic 500 mg, comprime pellicule secable
Q19597369	CIS67660704	LEVOFLOXACINE ARROW 5 mg/ml, solution pour perfusion en poche	levofloxacine arrow 5 mg/ml, solution pour perfusion en poche
