CIS	CISLabel	drugClass	drugClassLabel	CISLabel_processed	drugClassLabel_processed
CIS67086191	PRAZEPAM BIOGARAN 10 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs	prazepam biogaran 10 mg, comprime	medicaments sedatifs
CIS60569419	SERETIDE DISKUS 500 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	seretide diskus 500 microgrammes/50 microgrammes/dose, poudre pour inhalation en recipient unidose	corticoides metabolises, notamment inhales
CIS61073237	SERETIDE 250 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	seretide 250 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurise	corticoides metabolises, notamment inhales
CIS61856322	FLIXOTIDE DISKUS 100 microgrammes/dose, poudre pour inhalation	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixotide diskus 100 microgrammes/dose, poudre pour inhalation	corticoides metabolises, notamment inhales
CIS61572165	SERETIDE DISKUS 250 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	seretide diskus 250 microgrammes/50 microgrammes/dose, poudre pour inhalation en recipient unidose	corticoides metabolises, notamment inhales
CIS64115257	FLIXOTIDE DISKUS 250 microgrammes/dose, poudre pour inhalation	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixotide diskus 250 microgrammes/dose, poudre pour inhalation	corticoides metabolises, notamment inhales
CIS62933355	FLIXOTIDE 125 microgrammes/dose, suspension pour inhalation en flacon pressurisé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixotide 125 microgrammes/dose, suspension pour inhalation en flacon pressurise	corticoides metabolises, notamment inhales
CIS63872528	FLIXOVATE 0,005 %, pommade	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixovate 0,005 %, pommade	corticoides metabolises, notamment inhales
CIS61748649	FLIXONASE 50 microgrammes/dose, suspension nasale en flacon pulvérisateur avec pompe doseuse	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixonase 50 microgrammes/dose, suspension nasale en flacon pulverisateur avec pompe doseuse	corticoides metabolises, notamment inhales
CIS60564219	FIXORINOX 50 microgrammes/dose, suspension pour pulvérisation nasale	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	fixorinox 50 microgrammes/dose, suspension pour pulverisation nasale	corticoides metabolises, notamment inhales
CIS64122611	RELVAR ELLIPTA 92 microgrammes/22 microgrammes, poudre pour inhalation, en récipient unidose	http://www.romedi.fr/romedi/DrugClass10043	bêta-2 mimétiques	relvar ellipta 92 microgrammes/22 microgrammes, poudre pour inhalation, en recipient unidose	beta-2 mimetiques
CIS64122611	RELVAR ELLIPTA 92 microgrammes/22 microgrammes, poudre pour inhalation, en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	relvar ellipta 92 microgrammes/22 microgrammes, poudre pour inhalation, en recipient unidose	corticoides metabolises, notamment inhales
CIS61740809	RELVAR ELLIPTA 184 microgrammes/22 microgrammes, poudre pour inhalation, en récipient unidose	http://www.romedi.fr/romedi/DrugClass10043	bêta-2 mimétiques	relvar ellipta 184 microgrammes/22 microgrammes, poudre pour inhalation, en recipient unidose	beta-2 mimetiques
CIS61740809	RELVAR ELLIPTA 184 microgrammes/22 microgrammes, poudre pour inhalation, en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	relvar ellipta 184 microgrammes/22 microgrammes, poudre pour inhalation, en recipient unidose	corticoides metabolises, notamment inhales
CIS63047629	TRELEGY ELLIPTA 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10043	bêta-2 mimétiques	trelegy ellipta 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	beta-2 mimetiques
CIS63047629	TRELEGY ELLIPTA 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	trelegy ellipta 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	corticoides metabolises, notamment inhales
CIS63047629	TRELEGY ELLIPTA 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques	trelegy ellipta 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	medicaments atropiniques
CIS64050311	REVINTY ELLIPTA 92 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10043	bêta-2 mimétiques	revinty ellipta 92 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	beta-2 mimetiques
CIS64050311	REVINTY ELLIPTA 92 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	revinty ellipta 92 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	corticoides metabolises, notamment inhales
CIS65156075	FLIXOTIDE DISKUS 500 microgrammes/dose, poudre pour inhalation	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixotide diskus 500 microgrammes/dose, poudre pour inhalation	corticoides metabolises, notamment inhales
CIS66545581	FLIXOTIDE 250 microgrammes/dose, suspension pour inhalation en flacon pressurisé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixotide 250 microgrammes/dose, suspension pour inhalation en flacon pressurise	corticoides metabolises, notamment inhales
CIS65796011	FLIXOVATE 0,05 %, crème	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixovate 0,05 %, creme	corticoides metabolises, notamment inhales
CIS64587838	SERETIDE 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	seretide 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurise	corticoides metabolises, notamment inhales
CIS67546191	SERETIDE DISKUS 100 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	seretide diskus 100 microgrammes/50 microgrammes/dose, poudre pour inhalation en recipient unidose	corticoides metabolises, notamment inhales
CIS68652265	FLIXOTIDE 50 microgrammes/dose, suspension pour inhalation en flacon pressurisé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	flixotide 50 microgrammes/dose, suspension pour inhalation en flacon pressurise	corticoides metabolises, notamment inhales
CIS69505268	SERETIDE 125 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	seretide 125 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurise	corticoides metabolises, notamment inhales
CIS66921927	AVAMYS 27,5 microgrammes/pulvérisation, suspension pour pulvérisation nasale	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	avamys 27,5 microgrammes/pulverisation, suspension pour pulverisation nasale	corticoides metabolises, notamment inhales
CIS67180242	ELEBRATO ELLIPTA 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10043	bêta-2 mimétiques	elebrato ellipta 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	beta-2 mimetiques
CIS67180242	ELEBRATO ELLIPTA 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	elebrato ellipta 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	corticoides metabolises, notamment inhales
CIS67180242	ELEBRATO ELLIPTA 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques	elebrato ellipta 92 microgrammes/55 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	medicaments atropiniques
CIS68680154	REVINTY ELLIPTA 184 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10043	bêta-2 mimétiques	revinty ellipta 184 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	beta-2 mimetiques
CIS68680154	REVINTY ELLIPTA 184 microgrammes/22 microgrammes, poudre pour inhalation en récipient unidose	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	revinty ellipta 184 microgrammes/22 microgrammes, poudre pour inhalation en recipient unidose	corticoides metabolises, notamment inhales
CIS67355243	CEFOXITINE PANPHARMA 2 g, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefoxitine panpharma 2 g, poudre pour solution injectable (iv)	antibiotiques
CIS69084488	CEFOXITINE PANPHARMA 1 g, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefoxitine panpharma 1 g, poudre pour solution injectable (iv)	antibiotiques
CIS61242331	CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefazoline mylan 1 g, poudre pour solution injectable (im-iv)	antibiotiques
CIS67089141	CEFAZOLINE PANPHARMA 2 g/10 ml, poudre et solution pour usage parentéral (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefazoline panpharma 2 g/10 ml, poudre et solution pour usage parenteral (iv)	antibiotiques
CIS69258056	CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefazoline panpharma 1 g/5 ml, poudre et solution pour usage parenteral (iv)	antibiotiques
CIS67948546	CEFAZOLINE MYLAN 2 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefazoline mylan 2 g, poudre pour solution injectable (im-iv)	antibiotiques
CIS64121235	BACTRIM FORTE, comprimé	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	bactrim forte, comprime	hyperkaliemiants
CIS64121235	BACTRIM FORTE, comprimé	http://www.romedi.fr/romedi/DrugClass10111	médicaments méthémoglobinisants	bactrim forte, comprime	medicaments methemoglobinisants
CIS64121235	BACTRIM FORTE, comprimé	http://www.romedi.fr/romedi/DrugClass10143	sulfaméthoxazole + triméthoprime	bactrim forte, comprime	sulfamethoxazole + trimethoprime
CIS64121235	BACTRIM FORTE, comprimé	http://www.romedi.fr/romedi/DrugClass10144	sulfamides antibactériens	bactrim forte, comprime	sulfamides antibacteriens
CIS64121235	BACTRIM FORTE, comprimé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	bactrim forte, comprime	antibiotiques
CIS65181349	BACTRIM ADULTES, comprimé	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	bactrim adultes, comprime	hyperkaliemiants
CIS65880598	BACTRIM NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	bactrim nourrissons et enfants, suspension buvable	hyperkaliemiants
CIS65181349	BACTRIM ADULTES, comprimé	http://www.romedi.fr/romedi/DrugClass10111	médicaments méthémoglobinisants	bactrim adultes, comprime	medicaments methemoglobinisants
CIS65880598	BACTRIM NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/DrugClass10111	médicaments méthémoglobinisants	bactrim nourrissons et enfants, suspension buvable	medicaments methemoglobinisants
CIS65181349	BACTRIM ADULTES, comprimé	http://www.romedi.fr/romedi/DrugClass10143	sulfaméthoxazole + triméthoprime	bactrim adultes, comprime	sulfamethoxazole + trimethoprime
CIS65880598	BACTRIM NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/DrugClass10143	sulfaméthoxazole + triméthoprime	bactrim nourrissons et enfants, suspension buvable	sulfamethoxazole + trimethoprime
CIS65181349	BACTRIM ADULTES, comprimé	http://www.romedi.fr/romedi/DrugClass10144	sulfamides antibactériens	bactrim adultes, comprime	sulfamides antibacteriens
CIS65880598	BACTRIM NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/DrugClass10144	sulfamides antibactériens	bactrim nourrissons et enfants, suspension buvable	sulfamides antibacteriens
CIS65181349	BACTRIM ADULTES, comprimé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	bactrim adultes, comprime	antibiotiques
CIS65880598	BACTRIM NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	bactrim nourrissons et enfants, suspension buvable	antibiotiques
CIS69233327	BACTRIM, solution injectable pour perfusion	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	bactrim, solution injectable pour perfusion	hyperkaliemiants
CIS69233327	BACTRIM, solution injectable pour perfusion	http://www.romedi.fr/romedi/DrugClass10111	médicaments méthémoglobinisants	bactrim, solution injectable pour perfusion	medicaments methemoglobinisants
CIS69233327	BACTRIM, solution injectable pour perfusion	http://www.romedi.fr/romedi/DrugClass10143	sulfaméthoxazole + triméthoprime	bactrim, solution injectable pour perfusion	sulfamethoxazole + trimethoprime
CIS69233327	BACTRIM, solution injectable pour perfusion	http://www.romedi.fr/romedi/DrugClass10144	sulfamides antibactériens	bactrim, solution injectable pour perfusion	sulfamides antibacteriens
CIS69233327	BACTRIM, solution injectable pour perfusion	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	bactrim, solution injectable pour perfusion	antibiotiques
CIS67891013	COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	cotrimoxazole teva 800 mg/160 mg, comprime	hyperkaliemiants
CIS67891013	COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10111	médicaments méthémoglobinisants	cotrimoxazole teva 800 mg/160 mg, comprime	medicaments methemoglobinisants
CIS67891013	COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10143	sulfaméthoxazole + triméthoprime	cotrimoxazole teva 800 mg/160 mg, comprime	sulfamethoxazole + trimethoprime
CIS67891013	COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10144	sulfamides antibactériens	cotrimoxazole teva 800 mg/160 mg, comprime	sulfamides antibacteriens
CIS67891013	COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cotrimoxazole teva 800 mg/160 mg, comprime	antibiotiques
CIS60805638	BETNEVAL LOTION 0,1 %, émulsion pour application cutanée	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betneval lotion 0,1 %, emulsion pour application cutanee	corticoides
CIS60805638	BETNEVAL LOTION 0,1 %, émulsion pour application cutanée	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betneval lotion 0,1 %, emulsion pour application cutanee	glucocorticoides (sauf hydrocortisone)
CIS60805638	BETNEVAL LOTION 0,1 %, émulsion pour application cutanée	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betneval lotion 0,1 %, emulsion pour application cutanee	hypokaliemiants
CIS60805638	BETNEVAL LOTION 0,1 %, émulsion pour application cutanée	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betneval lotion 0,1 %, emulsion pour application cutanee	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS60152607	BETNESOL 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betnesol 4 mg/1 ml, solution injectable	corticoides
CIS60152607	BETNESOL 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betnesol 4 mg/1 ml, solution injectable	glucocorticoides (sauf hydrocortisone)
CIS60152607	BETNESOL 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betnesol 4 mg/1 ml, solution injectable	hypokaliemiants
CIS60152607	BETNESOL 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betnesol 4 mg/1 ml, solution injectable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62243639	CELESTENE 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	celestene 4 mg/1 ml, solution injectable	corticoides
CIS62243639	CELESTENE 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	celestene 4 mg/1 ml, solution injectable	glucocorticoides (sauf hydrocortisone)
CIS62243639	CELESTENE 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	celestene 4 mg/1 ml, solution injectable	hypokaliemiants
CIS62243639	CELESTENE 4 mg/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	celestene 4 mg/1 ml, solution injectable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS61750511	BETNEVAL 0,1 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betneval 0,1 pour cent, creme	corticoides
CIS61750511	BETNEVAL 0,1 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betneval 0,1 pour cent, creme	glucocorticoides (sauf hydrocortisone)
CIS61750511	BETNEVAL 0,1 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betneval 0,1 pour cent, creme	hypokaliemiants
CIS61750511	BETNEVAL 0,1 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betneval 0,1 pour cent, creme	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS61938997	DIPROSONE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprosone 0,05 pour cent, creme	corticoides
CIS61938997	DIPROSONE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprosone 0,05 pour cent, creme	glucocorticoides (sauf hydrocortisone)
CIS61938997	DIPROSONE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprosone 0,05 pour cent, creme	hypokaliemiants
CIS61938997	DIPROSONE 0,05 POUR CENT, crème	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprosone 0,05 pour cent, creme	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62421127	BETNESOL 5 mg/100 ml, solution rectale en poche	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betnesol 5 mg/100 ml, solution rectale en poche	corticoides
CIS62421127	BETNESOL 5 mg/100 ml, solution rectale en poche	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betnesol 5 mg/100 ml, solution rectale en poche	glucocorticoides (sauf hydrocortisone)
CIS62421127	BETNESOL 5 mg/100 ml, solution rectale en poche	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betnesol 5 mg/100 ml, solution rectale en poche	hypokaliemiants
CIS62421127	BETNESOL 5 mg/100 ml, solution rectale en poche	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betnesol 5 mg/100 ml, solution rectale en poche	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63094301	CELESTENE 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	celestene 0,05 pour cent, solution buvable en gouttes	corticoides
CIS63094301	CELESTENE 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	celestene 0,05 pour cent, solution buvable en gouttes	glucocorticoides (sauf hydrocortisone)
CIS63094301	CELESTENE 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	celestene 0,05 pour cent, solution buvable en gouttes	hypokaliemiants
CIS63094301	CELESTENE 0,05 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	celestene 0,05 pour cent, solution buvable en gouttes	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63923727	DIPROSONE 0,05 POUR CENT, lotion	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	diprosone 0,05 pour cent, lotion	corticoides
CIS63923727	DIPROSONE 0,05 POUR CENT, lotion	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	diprosone 0,05 pour cent, lotion	glucocorticoides (sauf hydrocortisone)
CIS63923727	DIPROSONE 0,05 POUR CENT, lotion	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	diprosone 0,05 pour cent, lotion	hypokaliemiants
CIS63923727	DIPROSONE 0,05 POUR CENT, lotion	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	diprosone 0,05 pour cent, lotion	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63931033	DAIVOBET 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	daivobet 50 microgrammes/0,5 mg/g, pommade	corticoides
CIS63931033	DAIVOBET 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	daivobet 50 microgrammes/0,5 mg/g, pommade	glucocorticoides (sauf hydrocortisone)
CIS63931033	DAIVOBET 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	daivobet 50 microgrammes/0,5 mg/g, pommade	hypokaliemiants
CIS63931033	DAIVOBET 50 microgrammes/0,5 mg/g, pommade	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	daivobet 50 microgrammes/0,5 mg/g, pommade	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS61111556	BETAMETHASONE ARROW 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone arrow 0,05 %, solution buvable en gouttes	corticoides
CIS61674704	BETAMETHASONE ZENTIVA 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone zentiva 0,05 %, solution buvable en gouttes	corticoides
CIS61111556	BETAMETHASONE ARROW 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone arrow 0,05 %, solution buvable en gouttes	glucocorticoides (sauf hydrocortisone)
CIS61674704	BETAMETHASONE ZENTIVA 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone zentiva 0,05 %, solution buvable en gouttes	glucocorticoides (sauf hydrocortisone)
CIS61111556	BETAMETHASONE ARROW 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone arrow 0,05 %, solution buvable en gouttes	hypokaliemiants
CIS61674704	BETAMETHASONE ZENTIVA 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone zentiva 0,05 %, solution buvable en gouttes	hypokaliemiants
CIS61111556	BETAMETHASONE ARROW 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone arrow 0,05 %, solution buvable en gouttes	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS61674704	BETAMETHASONE ZENTIVA 0,05 %, solution buvable en gouttes	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone zentiva 0,05 %, solution buvable en gouttes	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62191473	BETAMETHASONE EG 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	betamethasone eg 2 mg, comprime dispersible secable	corticoides
CIS62191473	BETAMETHASONE EG 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	betamethasone eg 2 mg, comprime dispersible secable	glucocorticoides (sauf hydrocortisone)
CIS62191473	BETAMETHASONE EG 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	betamethasone eg 2 mg, comprime dispersible secable	hypokaliemiants
CIS62191473	BETAMETHASONE EG 2 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	betamethasone eg 2 mg, comprime dispersible secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62362440	XAMIOL 50 microgrammes/0,5 mg/g, gel	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	xamiol 50 microgrammes/0,5 mg/g, gel	corticoides
CIS62362440	XAMIOL 50 microgrammes/0,5 mg/g, gel	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	xamiol 50 microgrammes/0,5 mg/g, gel	glucocorticoides (sauf hydrocortisone)
CIS62362440	XAMIOL 50 microgrammes/0,5 mg/g, gel	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	xamiol 50 microgrammes/0,5 mg/g, gel	hypokaliemiants
CIS62362440	XAMIOL 50 microgrammes/0,5 mg/g, gel	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	xamiol 50 microgrammes/0,5 mg/g, gel	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62157019	BUCCOBET 0,1 mg, comprimé à sucer	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	buccobet 0,1 mg, comprime a sucer	corticoides
CIS62157019	BUCCOBET 0,1 mg, comprimé à sucer	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	buccobet 0,1 mg, comprime a sucer	glucocorticoides (sauf hydrocortisone)
CIS62157019	BUCCOBET 0,1 mg, comprimé à sucer	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	buccobet 0,1 mg, comprime a sucer	hypokaliemiants
