diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight	prefLabel_processed	synonyms_processed
Q18324719	arthralgie	Q683498	C0003862	algie articulaire;arthralgie;douleur de type arthritique;articulations endolories;douleur articulaire, site non précisé;articulations douloureuses;articulation douloureuse;douleur d'allure arthritique;douleur dans une articulation;douleur articulaire;gêne articulaire	0.167	arthralgie	algie articulaire;arthralgie;douleur de type arthritique;articulations endolories;douleur articulaire, site non precise;articulations douloureuses;articulation douloureuse;douleur d'allure arthritique;douleur dans une articulation;douleur articulaire;gene articulaire
Q15401586	insuffisance respiratoire	Q767485	C0035229;C0264490;C1145670;C4020855	insuffisance respiratoire;ira;insuffisance respiratoire aiguë;défaillance respiratoire;insuffisance respiratoire;defaillance respiratoire	0.5	insuffisance respiratoire	insuffisance respiratoire;ira;insuffisance respiratoire aigue;defaillance respiratoire;insuffisance respiratoire;defaillance respiratoire
Q17332514	nystagmus	Q220989	n/a	n/a	1.0	nystagmus	n/a
Q18199350	faiblesse musculaire	Q270421	C0151786	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle	0.167	faiblesse musculaire	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle
Q13038909	mouvements périodiques nocturnes des membres	Q445036	n/a	n/a	1.0	mouvements periodiques nocturnes des membres	n/a
Q15401586	fièvre légère	Q480971	C0239574	fébricule	0.333	fievre legere	febricule
Q11781607	ptosis	Q622427	C0005745	blépharoptose;ptosis;ptose de la paupière, non précisée;ptose de la paupiere;ptose de la paupière	0.333	ptosis	blepharoptose;ptosis;ptose de la paupiere, non precisee;ptose de la paupiere;ptose de la paupiere
Q15974799	polydipsie	Q635195	C0085602	polydypsie;hydrodipsomanie;soif excessive;polydipsie	1.0	polydipsie	polydypsie;hydrodipsomanie;soif excessive;polydipsie
Q18553712	abcès	Q164655	C0000833	abces;abcès sai;abcès	0.25	abces	abces;abces sai;abces
Q55784812	nécrose	Q178069	n/a	n/a	0.333	necrose	n/a
Q55082435	ostéophyte	Q923339	n/a	n/a	1.0	osteophyte	n/a
Q16567703	adénopathie	Q847726	C0497156	adénopathie;lymphadenopathie;lymphadénopathie	0.25	adenopathie	adenopathie;lymphadenopathie;lymphadenopathie
Q16333787	lymphœdème	Q916398	C0024236	lymphoedème sai;lymphoedème;lymphoedèmes;lymphoedeme	1.0	lymphoedeme	lymphoedeme sai;lymphoedeme;lymphoedemes;lymphoedeme
Q15974799	polyurie	Q1124286	C0032617	diurese excessive;diurèse excessive;augmentation du volume d'urine;volume urinaire augmenté;polyurie	1.0	polyurie	diurese excessive;diurese excessive;augmentation du volume d'urine;volume urinaire augmente;polyurie
Q3234995	ostéoporose	Q165328	C0029456;C0029458	ostéoporose;ostéoporose, non précisée;ostéoporose sai;osteoporose;ostéoporose de la post-ménopause;ostéoporose postménopausique;ostéoporose post-ménopausique;ostéoporose de la postménopause	1.0	osteoporose	osteoporose;osteoporose, non precisee;osteoporose sai;osteoporose;osteoporose de la post-menopause;osteoporose postmenopausique;osteoporose post-menopausique;osteoporose de la postmenopause
Q2360849	bronchite	Q173022	C0006277;C0008677;C0149514	bronchite, non précisée comme aiguë ou chronique;bronchite sai;bronchite;bronchite chronique;bronchite chronique sai;bronchite chronique non précisée;bronchite aiguë sai;trachéobronchite aiguë;bronchite aiguë	0.5	bronchite	bronchite, non precisee comme aigue ou chronique;bronchite sai;bronchite;bronchite chronique;bronchite chronique sai;bronchite chronique non precisee;bronchite aigue sai;tracheobronchite aigue;bronchite aigue
Q4463309	irritabilité	Q29299	C2700617	n/a	0.167	irritabilite	n/a
Q1958249	dyspnée	Q188008	C0013404	dyspnee;essouf;dyspnée;respiration difficile;difficultés à respirer;essoufflement;essoufflé(e);dyspnée sai;difficulte respiratoire;souffle court/dyspnee;difficulté respiratoire;dyspnées;souffle court	0.167	dyspnee	dyspnee;essouf;dyspnee;respiration difficile;difficultes a respirer;essoufflement;essouffle(e);dyspnee sai;difficulte respiratoire;souffle court/dyspnee;difficulte respiratoire;dyspnees;souffle court
Q3508578	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q3589128	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q3796380	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q4138767	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q4454701	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q4459615	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q4634172	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q5160413	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q5274956	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q2360849	méningite	Q48143	C0025289	meningite;méningite sai;méningite de cause non précisée;méningite;méningite, non précisée	1.0	meningite	meningite;meningite sai;meningite de cause non precisee;meningite;meningite, non precisee
Q11903425	conjonctivite	Q167844	C0009763;C1864156	conjonctivite sai;conjonctivite, non précisée;conjonctivite	0.167	conjonctivite	conjonctivite sai;conjonctivite, non precisee;conjonctivite
Q2360849	urticaire	Q187440	C0029839;C0042109	autre urticaire précisé;rash-urticaire;rash urticarien;urticaire, non précisée;urticaire non précisée;eruption allergique;éruptions urticariennes;urticaire sai;urtication;urticaires;urticaire;urticarien;éruption urticarienne	1.0	urticaire	autre urticaire precise;rash-urticaire;rash urticarien;urticaire, non precisee;urticaire non precisee;eruption allergique;eruptions urticariennes;urticaire sai;urtication;urticaires;urticaire;urticarien;eruption urticarienne
Q4710773	endocardite	Q82504	C0014118;C0375268	endocardite sai;endocardite;endocardite aiguë;endocardite aiguë non précisée	0.5	endocardite	endocardite sai;endocardite;endocardite aigue;endocardite aigue non precisee
Q56244339	éternuement	Q35830	n/a	n/a	1.0	eternuement	n/a
Q3508664	anémie	Q5445	C0002871;C0162119	anemie;anémie non précisée;anémie;anémie sai;anémie, non précisée;diminution du taux d'hemoglobine;hémogobine diminuée;hémoglobine diminuée;hb diminuée;hémoglobine basse	0.2	anemie	anemie;anemie non precisee;anemie;anemie sai;anemie, non precisee;diminution du taux d'hemoglobine;hemogobine diminuee;hemoglobine diminuee;hb diminuee;hemoglobine basse
Q4463309	anémie	Q5445	C0002871;C0162119	anemie;anémie non précisée;anémie;anémie sai;anémie, non précisée;diminution du taux d'hemoglobine;hémogobine diminuée;hémoglobine diminuée;hb diminuée;hémoglobine basse	0.2	anemie	anemie;anemie non precisee;anemie;anemie sai;anemie, non precisee;diminution du taux d'hemoglobine;hemogobine diminuee;hemoglobine diminuee;hb diminuee;hemoglobine basse
Q56244339	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q66299829	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q4097126	fièvre	Q38933	C0015967;C0085594	température élevée;fébrile;pyrexie sai;elevation de la temperature;hyperthermie;fièvre;pyrexie;élévation de la température corporelle;fiévreux;température augmentée;fievre;frissons de fièvre;frissons et fièvre	0.083	fievre	temperature elevee;febrile;pyrexie sai;elevation de la temperature;hyperthermie;fievre;pyrexie;elevation de la temperature corporelle;fievreux;temperature augmentee;fievre;frissons de fievre;frissons et fievre
Q18553230	hypotension artérielle	Q275419	C0020649	diminution tension arterielle;hypotension artérielle;baisse de la tension arterielle;hypotension, non précisée;pression artérielle sanguine diminuée;pa basse;baisse de la pression artérielle;hypotension;pression artérielle basse;pression artérielle diminuée;pression artérielle sai diminuée;pa abaissée;chute de pression artérielle;chute de pa;hypotension artérielle sai;chute de la pression artérielle;chute de tension arterielle	0.333	hypotension arterielle	diminution tension arterielle;hypotension arterielle;baisse de la tension arterielle;hypotension, non precisee;pression arterielle sanguine diminuee;pa basse;baisse de la pression arterielle;hypotension;pression arterielle basse;pression arterielle diminuee;pression arterielle sai diminuee;pa abaissee;chute de pression arterielle;chute de pa;hypotension arterielle sai;chute de la pression arterielle;chute de tension arterielle
Q10529545	aménorrhée	Q334655	C0002453;C2219717	aménorrhée sai;absence de menstruation;amenorrhee;aménorrhée;absence de règles	1.0	amenorrhee	amenorrhee sai;absence de menstruation;amenorrhee;amenorrhee;absence de regles
Q11790313	hydarthrose	Q1499629	C0158157;C1253936	epanchement articulaire d'autres sites précisés;épanchement d'une articulation;épanchement articulaire, site non précisé;hydrarthrose;épanchement articulaire;epanchement intra-articulair;hydarthrose	1.0	hydarthrose	epanchement articulaire d'autres sites precises;epanchement d'une articulation;epanchement articulaire, site non precise;hydrarthrose;epanchement articulaire;epanchement intra-articulair;hydarthrose
Q10529545	hirsutisme	Q1620594	C0019572	hirsutisme;pilosité	1.0	hirsutisme	hirsutisme;pilosite
Q15401621	phlébite migratrice	Q2088392	C0152250	thrombophlébite migratrice	1.0	phlebite migratrice	thrombophlebite migratrice
Q5986440	alopécie	Q2697787	n/a	n/a	1.0	alopecie	n/a
Q7165022	fente sternale	Q3952108	C0265696;C2931507	n/a	1.0	fente sternale	n/a
Q6901244	monocytopénie	Q4301850	n/a	n/a	1.0	monocytopenie	n/a
Q5514398	aminoacidurie	Q4746440	C0238621;C4020843	aminoacidurie	1.0	aminoacidurie	aminoacidurie
Q6717114	dystrophie  de la rétine	Q5811451	C0854723	dystrophies de la rétine;dystrophies rétiniennes;dystrophie rétinienne	1.0	dystrophie  de la retine	dystrophies de la retine;dystrophies retiniennes;dystrophie retinienne
Q7005033	naevus comédonien	Q7005032	C0265987	n/a	1.0	naevus comedonien	n/a
Q5596834	examen des signes méningés	Q12122651	n/a	n/a	0.5	examen des signes meninges	n/a
Q5514398	hyperferritinémie	Q46981501	C3806117;C3854388	hyperferritinémie	1.0	hyperferritinemie	hyperferritinemie
Q2360849	myocardite	Q186235	C0027059	myocardite;myocardite, non précisée;myocardite sai	0.5	myocardite	myocardite;myocardite, non precisee;myocardite sai
Q56244339	fièvre	Q38933	C0015967;C0085594	température élevée;fébrile;pyrexie sai;elevation de la temperature;hyperthermie;fièvre;pyrexie;élévation de la température corporelle;fiévreux;température augmentée;fievre;frissons de fièvre;frissons et fièvre	0.083	fievre	temperature elevee;febrile;pyrexie sai;elevation de la temperature;hyperthermie;fievre;pyrexie;elevation de la temperature corporelle;fievreux;temperature augmentee;fievre;frissons de fievre;frissons et fievre
Q2076966	microcéphalie	Q431643	C0025958;C0424688	microcephalie;microencéphalie;microcéphale;microcéphalie	1.0	microcephalie	microcephalie;microencephalie;microcephale;microcephalie
Q2360849	myalgie	Q474959	C0231528	gêne musculaire;douleurs musculaires généralisées;sensibilite musculaire;douleurs dans les muscles;douleur musculaire;douleurs musculaires;myalgie;mal musculaire;endolorissement musculaire;douleur musculaire/filuosite;courbatures;douleur dans un muscle	0.25	myalgie	gene musculaire;douleurs musculaires generalisees;sensibilite musculaire;douleurs dans les muscles;douleur musculaire;douleurs musculaires;myalgie;mal musculaire;endolorissement musculaire;douleur musculaire/filuosite;courbatures;douleur dans un muscle
Q3281303	myalgie	Q474959	C0231528	gêne musculaire;douleurs musculaires généralisées;sensibilite musculaire;douleurs dans les muscles;douleur musculaire;douleurs musculaires;myalgie;mal musculaire;endolorissement musculaire;douleur musculaire/filuosite;courbatures;douleur dans un muscle	0.25	myalgie	gene musculaire;douleurs musculaires generalisees;sensibilite musculaire;douleurs dans les muscles;douleur musculaire;douleurs musculaires;myalgie;mal musculaire;endolorissement musculaire;douleur musculaire/filuosite;courbatures;douleur dans un muscle
Q2360849	conjonctivite	Q167844	C0009763;C1864156	conjonctivite sai;conjonctivite, non précisée;conjonctivite	0.167	conjonctivite	conjonctivite sai;conjonctivite, non precisee;conjonctivite
Q56244339	toux	Q35805	C0010200	toux	0.2	toux	toux
Q98608770	toux	Q35805	C0010200	toux	0.2	toux	toux
Q4421929	convulsion hyperthermique	Q127664	C0009952	crises convulsives fébriles;convulsion fébrile;accès convulsifs fébriles;convulsions fébriles;convulsions febriles;accès convulsif fébrile;crise convulsive fébrile;crises fébriles	1.0	convulsion hyperthermique	crises convulsives febriles;convulsion febrile;acces convulsifs febriles;convulsions febriles;convulsions febriles;acces convulsif febrile;crise convulsive febrile;crises febriles
Q16567703	frissonnement	Q2260058	n/a	n/a	0.167	frissonnement	n/a
Q18553230	frissonnement	Q2260058	n/a	n/a	0.167	frissonnement	n/a
Q15401586	pneumonie atypique	Q2633267	n/a	n/a	0.5	pneumonie atypique	n/a
Q12301086	réaction allergique	Q4732121	C1527304	réaction allergique;réaction allergique sai	1.0	reaction allergique	reaction allergique;reaction allergique sai
Q2076966	angine	Q186470	C0040425;C0149517	angine;tonsillite;amygdalite;amygdalite sai;inflammation des amygdales;amygdalite chronique;angine chronique sai	1.0	angine	angine;tonsillite;amygdalite;amygdalite sai;inflammation des amygdales;amygdalite chronique;angine chronique sai
Q3589128	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q4459615	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q4634172	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q4421929	démence	Q83030	C0154319;C0497327	autres troubles psychotiques séniles précisés;démence sai;démence;demence;amentie	1.0	demence	autres troubles psychotiques seniles precises;demence sai;demence;demence;amentie
Q2076966	hydrocéphalie	Q193003	C0020255	hydrocephalie;hydrocéphalie sai;hydrocéphalie;hydrencéphalie	1.0	hydrocephalie	hydrocephalie;hydrocephalie sai;hydrocephalie;hydrencephalie
Q2270671	déshydratation	Q194290	C0011175	deshydratation;déshydratation;exsiccose	0.5	deshydratation	deshydratation;deshydratation;exsiccose
Q98608770	dyspnée	Q188008	C0013404	dyspnee;essouf;dyspnée;respiration difficile;difficultés à respirer;essoufflement;essoufflé(e);dyspnée sai;difficulte respiratoire;souffle court/dyspnee;difficulté respiratoire;dyspnées;souffle court	0.167	dyspnee	dyspnee;essouf;dyspnee;respiration difficile;difficultes a respirer;essoufflement;essouffle(e);dyspnee sai;difficulte respiratoire;souffle court/dyspnee;difficulte respiratoire;dyspnees;souffle court
Q3854684	inflammation	Q101991	C0021368	inflammations;réaction inflammatoire;inflammation sai;inflammation	0.125	inflammation	inflammations;reaction inflammatoire;inflammation sai;inflammation
Q2360849	prurit	Q199602	C0033774	demangeaisons;prurit;démangeaison;avec démangeaisons;démangeaison de la peau;prurit cutané;prurit sai;prurit (sf d05 x16);affection prurigineuse non précisée;démangeaisons	0.333	prurit	demangeaisons;prurit;demangeaison;avec demangeaisons;demangeaison de la peau;prurit cutane;prurit sai;prurit (sf d05 x16);affection prurigineuse non precisee;demangeaisons
Q2076966	maladie congénitale	Q727096	n/a	n/a	1.0	maladie congenitale	n/a
Q3153686	paresthésie	Q769220	C0030554	paresthesie;paresthésie;parasthésie	0.333	paresthesie	paresthesie;paresthesie;parasthesie
Q2360849	arthralgie	Q683498	C0003862	algie articulaire;arthralgie;douleur de type arthritique;articulations endolories;douleur articulaire, site non précisé;articulations douloureuses;articulation douloureuse;douleur d'allure arthritique;douleur dans une articulation;douleur articulaire;gêne articulaire	0.167	arthralgie	algie articulaire;arthralgie;douleur de type arthritique;articulations endolories;douleur articulaire, site non precise;articulations douloureuses;articulation douloureuse;douleur d'allure arthritique;douleur dans une articulation;douleur articulaire;gene articulaire
Q3281303	arthralgie	Q683498	C0003862	algie articulaire;arthralgie;douleur de type arthritique;articulations endolories;douleur articulaire, site non précisé;articulations douloureuses;articulation douloureuse;douleur d'allure arthritique;douleur dans une articulation;douleur articulaire;gêne articulaire	0.167	arthralgie	algie articulaire;arthralgie;douleur de type arthritique;articulations endolories;douleur articulaire, site non precise;articulations douloureuses;articulation douloureuse;douleur d'allure arthritique;douleur dans une articulation;douleur articulaire;gene articulaire
Q2270671	amaigrissement	Q718113	C1262477	perte pondérale;poids diminué;perte de poids;perte pds;amaigrissement	0.5	amaigrissement	perte ponderale;poids diminue;perte de poids;perte pds;amaigrissement
Q2076966	exanthème	Q653197	C0015230	rash cutané;efflorescence;eruption;rash et autre éruption cutanée non spécifique;rash;exanthème;rash (non spécifique);rash sai;éruption cutanée;exantheme	0.2	exantheme	rash cutane;efflorescence;eruption;rash et autre eruption cutanee non specifique;rash;exantheme;rash (non specifique);rash sai;eruption cutanee;exantheme
Q3281303	exanthème	Q653197	C0015230	rash cutané;efflorescence;eruption;rash et autre éruption cutanée non spécifique;rash;exanthème;rash (non spécifique);rash sai;éruption cutanée;exantheme	0.2	exantheme	rash cutane;efflorescence;eruption;rash et autre eruption cutanee non specifique;rash;exantheme;rash (non specifique);rash sai;eruption cutanee;exantheme
Q5419654	syndrome confusionnel	Q160796	n/a	n/a	1.0	syndrome confusionnel	n/a
Q4411766	abcès	Q164655	C0000833	abces;abcès sai;abcès	0.25	abces	abces;abces sai;abces
Q55783834	hépatosplénomégalie	Q1260186	n/a	n/a	0.333	hepatosplenomegalie	n/a
Q53926008	fièvre	Q38933	C0015967;C0085594	température élevée;fébrile;pyrexie sai;elevation de la temperature;hyperthermie;fièvre;pyrexie;élévation de la température corporelle;fiévreux;température augmentée;fievre;frissons de fièvre;frissons et fièvre	0.083	fievre	temperature elevee;febrile;pyrexie sai;elevation de la temperature;hyperthermie;fievre;pyrexie;elevation de la temperature corporelle;fievreux;temperature augmentee;fievre;frissons de fievre;frissons et fievre
Q2360849	vertige	Q10686316	n/a	n/a	0.25	vertige	n/a
Q2581333	étourdissement	Q10916362	C0012833	sensation vertigineuse;sensation de tete qui tourne;étourdissement;état nébuleux;etourdissement	0.2	etourdissement	sensation vertigineuse;sensation de tete qui tourne;etourdissement;etat nebuleux;etourdissement
Q3153686	étourdissement	Q10916362	C0012833	sensation vertigineuse;sensation de tete qui tourne;étourdissement;état nébuleux;etourdissement	0.2	etourdissement	sensation vertigineuse;sensation de tete qui tourne;etourdissement;etat nebuleux;etourdissement
Q18553238	sang dans les selles	Q1214063	n/a	n/a	1.0	sang dans les selles	n/a
Q16567703	hépatosplénomégalie	Q1260186	n/a	n/a	0.333	hepatosplenomegalie	n/a
Q11497176	mal de gorge	Q1292082	n/a	n/a	0.333	mal de gorge	n/a
Q13046587	épanchement pleural	Q1334541	C0032227	épanchement pleural non précisé;épanchement pleural;epanchement pleural;épanchement de la plèvre;epanchement pleural np	1.0	epanchement pleural	epanchement pleural non precise;epanchement pleural;epanchement pleural;epanchement de la plevre;epanchement pleural np
Q3153686	euphorie	Q203994	n/a	n/a	1.0	euphorie	n/a
Q2076966	syndrome de Guillain-Barré	Q205214	C0018378	syndrome de landry-guillain-barré;syndrome de guillain-barré;polyradiculonévrite de guillain-barré;sgb (syndrome de guillain-barré);polyradiculonévrite démyélinisante inflammatoire aigüe;polyradiculonévrite aiguë inflammatoire;syndrome de guillain-barre;polyradiculonévrite démyélinisante inflammatoire aiguë	1.0	syndrome de guillain-barre	syndrome de landry-guillain-barre;syndrome de guillain-barre;polyradiculonevrite de guillain-barre;sgb (syndrome de guillain-barre);polyradiculonevrite demyelinisante inflammatoire aigue;polyradiculonevrite aigue inflammatoire;syndrome de guillain-barre;polyradiculonevrite demyelinisante inflammatoire aigue
Q3153686	néphropathie	Q1054718	C0022658;C0266292;C1408258	néphropathie sai;maladies des reins;maladies rénales;néphropathies;maladie rénale;trouble des reins;troubles rénaux;affection rénale sai;maladies du rein;trouble rénal;nephropathie sai;néphropathie;anomalie congénitale du rein sai	0.5	nephropathie	nephropathie sai;maladies des reins;maladies renales;nephropathies;maladie renale;trouble des reins;troubles renaux;affection renale sai;maladies du rein;trouble renal;nephropathie sai;nephropathie;anomalie congenitale du rein sai
Q2106232	frisson	Q1060890	n/a	n/a	1.0	frisson	n/a
Q3144201	somnolence	Q1077823	C0013144	assoupissement;endormissement;ensommeillé(e);envie de dormir;envie excessive de dormir	0.5	somnolence	assoupissement;endormissement;ensommeille(e);envie de dormir;envie excessive de dormir
Q18558100	abcès	Q164655	C0000833	abces;abcès sai;abcès	0.25	abces	abces;abces sai;abces
Q3234995	hyperpigmentation	Q1641068	C0162834	troubles d'hyperpigmentation;hyperpigmentation de la peau;hyperpigmentation;hyperpigmentation cutanee;hypermélanose;hyperpigmentation cutanée	1.0	hyperpigmentation	troubles d'hyperpigmentation;hyperpigmentation de la peau;hyperpigmentation;hyperpigmentation cutanee;hypermelanose;hyperpigmentation cutanee
Q3153686	insomnie	Q1869874	C0393770;C0917801;C3279991	syndrome de retard de phase du sommeil;syndrome de retard de phase;manque de sommeil;insomnie;agrypnie;troubles du sommeil/insomnie;insomnie sai;trouble insomniaque	0.25	insomnie	syndrome de retard de phase du sommeil;syndrome de retard de phase;manque de sommeil;insomnie;agrypnie;troubles du sommeil/insomnie;insomnie sai;trouble insomniaque
Q66299816	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q66299829	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q66299844	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q66299859	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q4132716	hallucination	Q130741	C0018524;C0235153	hallucination;hallucinations;hallucination sai;hallucinant;hallucinations sensorielles	0.25	hallucination	hallucination;hallucinations;hallucination sai;hallucinant;hallucinations sensorielles
Q3153686	mydriase	Q1128283	C0026961	dilatation des pupilles;dilatation de la pupille;mydriase;pupilles dilatées	0.333	mydriase	dilatation des pupilles;dilatation de la pupille;mydriase;pupilles dilatees
Q3281303	mal de gorge	Q1292082	n/a	n/a	0.333	mal de gorge	n/a
Q3234995	glossite	Q1324237	C0017675	glossite;inflammation de la langue	1.0	glossite	glossite;inflammation de la langue
Q3153686	confusion	Q557945	n/a	n/a	0.333	confusion	n/a
Q2076966	thrombopénie	Q585285	C0040034;C0392386	thrombocytopénie;thrombopénie;thrombopenie;thrombocytopénie non précisée;thrombocytopenie;thrombocytopénies;hypoplaquettose;numération des thrombocytes diminuée;numération plaquettaire basse;numération plaquettaire diminuée;numération plaquettaire réduite;plaquettes diminuées	1.0	thrombopenie	thrombocytopenie;thrombopenie;thrombopenie;thrombocytopenie non precisee;thrombocytopenie;thrombocytopenies;hypoplaquettose;numeration des thrombocytes diminuee;numeration plaquettaire basse;numeration plaquettaire diminuee;numeration plaquettaire reduite;plaquettes diminuees
Q18557538	inflammation	Q101991	C0021368	inflammations;réaction inflammatoire;inflammation sai;inflammation	0.125	inflammation	inflammations;reaction inflammatoire;inflammation sai;inflammation
Q107008921	asymptomatique	Q1707292	n/a	n/a	1.0	asymptomatique	n/a
Q56244339	pneumonie atypique	Q2633267	n/a	n/a	0.5	pneumonie atypique	n/a
Q66299848	insuffisance hépatique	Q68663705	n/a	n/a	1.0	insuffisance hepatique	n/a
Q3153686	irritation oculaire	Q11820606	C0235266	irritation oculaire;irritation des yeux	0.5	irritation oculaire	irritation oculaire;irritation des yeux
Q3153686	larmoiement	Q12153824	C0423153	larmoiement	0.5	larmoiement	larmoiement
Q3153686	irritation nasale	Q21118859	n/a	n/a	1.0	irritation nasale	n/a
Q3234995	dysfonctionnement cognitif	Q57859955	n/a	n/a	1.0	dysfonctionnement cognitif	n/a
Q66299816	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q66299844	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q5151410	nécrose	Q178069	n/a	n/a	0.333	necrose	n/a
Q19000444	hallucination	Q130741	C0018524;C0235153	hallucination;hallucinations;hallucination sai;hallucinant;hallucinations sensorielles	0.25	hallucination	hallucination;hallucinations;hallucination sai;hallucinant;hallucinations sensorielles
Q18555063	paralysie	Q107231	n/a	n/a	0.167	paralysie	n/a
Q21175413	fatigue	Q9690	C0015672	epuisement;perte d'énergie;énergie diminuée;sensation de manque total d'énergie;lassitude;faiblesse;fatigue extrême;éreinté;fatigue	0.125	fatigue	epuisement;perte d'energie;energie diminuee;sensation de manque total d'energie;lassitude;faiblesse;fatigue extreme;ereinte;fatigue
Q3234995	cardiomyopathie	Q847583	C0033141;C0036529;C0878544	cardiomyopathie primaire;cardiomyopathies primitives;cardiomyopathie primaire sai;cardiomégalie idiopathique;cardiomyopathie secondaire;cardiomyopathie secondaire sai;cardiomyopathies secondaires;cardiomyopathie secondaire, non précisée;cardiomyopathie;myocardiodystrophie;cardiomyopathies;myocardiopathies;cardiomyopathie sai	1.0	cardiomyopathie	cardiomyopathie primaire;cardiomyopathies primitives;cardiomyopathie primaire sai;cardiomegalie idiopathique;cardiomyopathie secondaire;cardiomyopathie secondaire sai;cardiomyopathies secondaires;cardiomyopathie secondaire, non precisee;cardiomyopathie;myocardiodystrophie;cardiomyopathies;myocardiopathies;cardiomyopathie sai
Q1919462	adénopathie	Q847726	C0497156	adénopathie;lymphadenopathie;lymphadénopathie	0.25	adenopathie	adenopathie;lymphadenopathie;lymphadenopathie
Q2076966	adénopathie	Q847726	C0497156	adénopathie;lymphadenopathie;lymphadénopathie	0.25	adenopathie	adenopathie;lymphadenopathie;lymphadenopathie
Q3589128	déshydratation	Q194290	C0011175	deshydratation;déshydratation;exsiccose	0.5	deshydratation	deshydratation;deshydratation;exsiccose
Q4463309	éructation	Q209789	n/a	n/a	1.0	eructation	n/a
Q3589128	flatulence	Q160184	C0016204	gaz;gaz abdominaux;météorisme;flatulences;flatulence;ballonnement;flatuosité	0.333	flatulence	gaz;gaz abdominaux;meteorisme;flatulences;flatulence;ballonnement;flatuosite
Q28065585	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q2076966	neuropathie périphérique	Q945238	C0031117;C0442874;C1335029	neuropathie;neuropathie sai	1.0	neuropathie peripherique	neuropathie;neuropathie sai
Q3234995	perte de mémoire	Q989365	n/a	n/a	1.0	perte de memoire	n/a
Q66299829	ascite	Q193889	C0003962	ascite;épanchement péritonéal;ascites	1.0	ascite	ascite;epanchement peritoneal;ascites
