CIS	CISLabel	IN	INlabel	drugUri	CISLabel_processed	INlabel_processed
CIS65395919	ATROPINE SULFATE RENAUDIN 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/INjbrm8m72mokdn9jjg50ngpgu6cghudtn	ATROPINE	Q26272	atropine sulfate renaudin 1 mg/ml, solution injectable en ampoule	atropine
CIS66063364	ATROPINE (SULFATE) AGUETTANT 1 mg/ml, solution injectable	http://www.romedi.fr/romedi/INjbrm8m72mokdn9jjg50ngpgu6cghudtn	ATROPINE	Q26272	atropine (sulfate) aguettant 1 mg/ml, solution injectable	atropine
CIS67839899	ATROPINE SULFATE RENAUDIN 0,5 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/INjbrm8m72mokdn9jjg50ngpgu6cghudtn	ATROPINE	Q26272	atropine sulfate renaudin 0,5 mg/ml, solution injectable en ampoule	atropine
CIS69697199	ATROPINE (SULFATE) AGUETTANT 0,25 mg/ml, solution injectable	http://www.romedi.fr/romedi/INjbrm8m72mokdn9jjg50ngpgu6cghudtn	ATROPINE	Q26272	atropine (sulfate) aguettant 0,25 mg/ml, solution injectable	atropine
CIS68551234	ATROPINE SULFATE AGUETTANT 0,2 mg/mL, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INjbrm8m72mokdn9jjg50ngpgu6cghudtn	ATROPINE	Q26272	atropine sulfate aguettant 0,2 mg/ml, solution injectable en seringue preremplie	atropine
CIS63191743	CRESTOR 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	crestor 5 mg, comprime pellicule	rosuvastatine
CIS60481517	LIPOROSA 10 mg/10 mg, gélule	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	liporosa 10 mg/10 mg, gelule	rosuvastatine
CIS62635259	LIPOROSA 20 mg/10 mg, gélule	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	liporosa 20 mg/10 mg, gelule	rosuvastatine
CIS60366689	ROSUVASTATINE RANBAXY 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine ranbaxy 10 mg, comprime pellicule	rosuvastatine
CIS60893428	ROSUVASTATINE EG 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine eg 20 mg, comprime pellicule	rosuvastatine
CIS61357853	ROSUVASTATINE ALMUS 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine almus 10 mg, comprime pellicule	rosuvastatine
CIS61785626	ROSUVASTATINE TEVA 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine teva 10 mg, comprime pellicule	rosuvastatine
CIS62238453	ROSUVASTATINE ALTER 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine alter 10 mg, comprime pellicule	rosuvastatine
CIS63201575	ROSUVASTATINE ZENTIVA 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine zentiva 5 mg, comprime pellicule	rosuvastatine
CIS64033397	ROSUVASTATINE SANDOZ 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine sandoz 20 mg, comprime pellicule	rosuvastatine
CIS61306595	ROSUVASTATINE ARROW 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine arrow 5 mg, comprime pellicule	rosuvastatine
CIS63020824	ROSUVASTATINE MYLAN 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine mylan 5 mg, comprime pellicule	rosuvastatine
CIS63131995	ROSUVASTATINE ALMUS 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine almus 5 mg, comprime pellicule	rosuvastatine
CIS67273757	CRESTOR 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	crestor 20 mg, comprime pellicule	rosuvastatine
CIS68479386	CRESTOR 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	crestor 10 mg, comprime pellicule	rosuvastatine
CIS64435410	ROSUVASTATINE SANDOZ 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine sandoz 5 mg, comprime pellicule	rosuvastatine
CIS64713742	ROSUVASTATINE BIOGARAN 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine biogaran 10 mg, comprime pellicule	rosuvastatine
CIS65227063	ROSUVASTATINE EG 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine eg 10 mg, comprime pellicule	rosuvastatine
CIS65672729	ROSUVASTATINE BIOGARAN 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine biogaran 5 mg, comprime pellicule	rosuvastatine
CIS65737881	ROSUVASTATINE MYLAN 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine mylan 20 mg, comprime pellicule	rosuvastatine
CIS65918166	ROSUVASTATINE ZENTIVA 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine zentiva 10 mg, comprime pellicule	rosuvastatine
CIS66150164	ROSUVASTATINE MYLAN 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine mylan 10 mg, comprime pellicule	rosuvastatine
CIS67607630	ROSUVASTATINE TEVA 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine teva 5 mg, comprime pellicule	rosuvastatine
CIS67741362	ROSUVASTATINE ACCORD 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine accord 20 mg, comprime pellicule	rosuvastatine
CIS67760537	ROSUVASTATINE BIOGARAN 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine biogaran 20 mg, comprime pellicule	rosuvastatine
CIS68508471	ROSUVASTATINE ALTER 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine alter 5 mg, comprime pellicule	rosuvastatine
CIS69381938	ROSUVASTATINE ACCORD 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine accord 5 mg, comprime pellicule	rosuvastatine
CIS69414886	ROSUVASTATINE ACCORD 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine accord 10 mg, comprime pellicule	rosuvastatine
CIS69473265	ROSUVASTATINE EG 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INq726ieug898id8o92b7odkjpvvjbp09f	ROSUVASTATINE	Q415159	rosuvastatine eg 5 mg, comprime pellicule	rosuvastatine
CIS60549391	TEMGESIC 0,2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	temgesic 0,2 mg, comprime sublingual	buprenorphine
CIS62299972	TEMGESIC 0,3 mg/ml, solution injectable	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	temgesic 0,3 mg/ml, solution injectable	buprenorphine
CIS63025935	SUBUTEX 0,4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	subutex 0,4 mg, comprime sublingual	buprenorphine
CIS60204573	BUPRENORPHINE ARROW 6 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine arrow 6 mg, comprime sublingual	buprenorphine
CIS60590630	BUPRENORPHINE SANDOZ 6 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine sandoz 6 mg, comprime sublingual	buprenorphine
CIS60714918	BUPRENORPHINE MYLAN 4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine mylan 4 mg, comprime sublingual	buprenorphine
CIS61001138	BUPRENORPHINE MYLAN 2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine mylan 2 mg, comprime sublingual	buprenorphine
CIS61688718	BUPRENORPHINE MYLAN 0,4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine mylan 0,4 mg, comprime sublingual	buprenorphine
CIS61872472	BUPRENORPHINE TEVA 8 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine teva 8 mg, comprime sublingual	buprenorphine
CIS62189294	BUPRENORPHINE SANDOZ 4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine sandoz 4 mg, comprime sublingual	buprenorphine
CIS62368639	BUPRENORPHINE ARROW 0,4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine arrow 0,4 mg, comprime sublingual	buprenorphine
CIS62767225	BUPRENORPHINE BIOGARAN 8 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine biogaran 8 mg, comprime sublingual	buprenorphine
CIS62927306	BUPRENORPHINE BIOGARAN 2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine biogaran 2 mg, comprime sublingual	buprenorphine
CIS63516304	BUPRENORPHINE SANDOZ 2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine sandoz 2 mg, comprime sublingual	buprenorphine
CIS63631623	BUPRENORPHINE SANDOZ 8 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine sandoz 8 mg, comprime sublingual	buprenorphine
CIS63827255	SUBOXONE 2 mg/0,5 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	suboxone 2 mg/0,5 mg, comprime sublingual	buprenorphine
CIS63120714	BUPRENORPHINE CRISTERS 2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine cristers 2 mg, comprime sublingual	buprenorphine
CIS65150204	SUBUTEX 2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	subutex 2 mg, comprime sublingual	buprenorphine
CIS68945058	SUBUTEX 8 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	subutex 8 mg, comprime sublingual	buprenorphine
CIS64644709	BUPRENORPHINE MYLAN 8 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine mylan 8 mg, comprime sublingual	buprenorphine
CIS65021818	BUPRENORPHINE ARROW 8 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine arrow 8 mg, comprime sublingual	buprenorphine
CIS69000305	BUPRENORPHINE ARROW 2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine arrow 2 mg, comprime sublingual	buprenorphine
CIS64381336	SUBOXONE 8 mg/2 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	suboxone 8 mg/2 mg, comprime sublingual	buprenorphine
CIS65343573	BUPRENORPHINE ARROW 4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine arrow 4 mg, comprime sublingual	buprenorphine
CIS65609084	BUPRENORPHINE MYLAN 6 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine mylan 6 mg, comprime sublingual	buprenorphine
CIS65740589	BUPRENORPHINE MYLAN 1 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine mylan 1 mg, comprime sublingual	buprenorphine
CIS67148878	BUPRENORPHINE ARROW 1 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine arrow 1 mg, comprime sublingual	buprenorphine
CIS68055124	BUPRENORPHINE SANDOZ 0,4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine sandoz 0,4 mg, comprime sublingual	buprenorphine
CIS67032076	BUPRENORPHINE EG 0,4 mg, comprimé sublingual	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	buprenorphine eg 0,4 mg, comprime sublingual	buprenorphine
CIS67776438	OROBUPRÉ 2 mg, lyophilisat oral	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	orobupre 2 mg, lyophilisat oral	buprenorphine
CIS69782233	OROBUPRÉ 8 mg, lyophilisat oral	http://www.romedi.fr/romedi/INc6lu8h32pdu5lh2lsab4s3m9p5eujr44	BUPRÉNORPHINE	Q407721	orobupre 8 mg, lyophilisat oral	buprenorphine
CIS62235902	HUMIRA 40 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 40 mg, solution injectable en seringue preremplie	adalimumab
CIS63364686	HUMIRA 40 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 40 mg, solution injectable en stylo prerempli	adalimumab
CIS62975984	HUMIRA 20 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 20 mg, solution injectable en seringue preremplie	adalimumab
CIS62042376	HULIO 40 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	hulio 40 mg, solution injectable en seringue preremplie	adalimumab
CIS64202598	IDACIO 40 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	idacio 40 mg, solution injectable en stylo prerempli	adalimumab
CIS61192750	IMRALDI 40 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	imraldi 40 mg, solution injectable en seringue preremplie	adalimumab
CIS65344586	HUMIRA 40 mg/0,8 ml, solution injectable pour usage pédiatrique	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 40 mg/0,8 ml, solution injectable pour usage pediatrique	adalimumab
CIS66112231	HYRIMOZ 40 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	hyrimoz 40 mg, solution injectable en stylo prerempli	adalimumab
CIS64783769	HUMIRA 40 mg, solution injectable en stylo prérempli (0,4 ml)	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 40 mg, solution injectable en stylo prerempli (0,4 ml)	adalimumab
CIS65325739	HUMIRA 80 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 80 mg, solution injectable en stylo prerempli	adalimumab
CIS65837903	IDACIO 40 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	idacio 40 mg, solution injectable en seringue preremplie	adalimumab
CIS66906448	AMGEVITA 40 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	amgevita 40 mg, solution injectable en seringue preremplie	adalimumab
CIS67080391	AMGEVITA 40 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	amgevita 40 mg, solution injectable en stylo prerempli	adalimumab
CIS69835440	HUMIRA 80 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 80 mg, solution injectable en seringue preremplie	adalimumab
CIS69847318	HUMIRA 40 mg, solution injectable en seringue préremplie (0,4 ml)	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	humira 40 mg, solution injectable en seringue preremplie (0,4 ml)	adalimumab
CIS68311292	HULIO 40 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	hulio 40 mg, solution injectable en stylo prerempli	adalimumab
CIS69567729	IMRALDI 40 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INh59d3gqfahiaerjhnsoitb4qe0c4ke02	ADALIMUMAB	Q348260	imraldi 40 mg, solution injectable en stylo prerempli	adalimumab
CIS66607321	CABOMETYX 20 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN0o7c0tho8nhvs2g4kshohlh5f0rn61n6	CABOZANTINIB	Q795057	cabometyx 20 mg, comprime pellicule	cabozantinib
CIS68164846	CABOMETYX 60 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN0o7c0tho8nhvs2g4kshohlh5f0rn61n6	CABOZANTINIB	Q795057	cabometyx 60 mg, comprime pellicule	cabozantinib
CIS69990857	CABOMETYX 40 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN0o7c0tho8nhvs2g4kshohlh5f0rn61n6	CABOZANTINIB	Q795057	cabometyx 40 mg, comprime pellicule	cabozantinib
CIS60945348	ORACEFAL 1 g, comprimé dispersible	http://www.romedi.fr/romedi/INoctiaqs4tgvo51jo3l05g86cre51ikfk	CÉFADROXIL	Q2319020	oracefal 1 g, comprime dispersible	cefadroxil
CIS63871440	ORACEFAL 500 mg, gélule	http://www.romedi.fr/romedi/INoctiaqs4tgvo51jo3l05g86cre51ikfk	CÉFADROXIL	Q2319020	oracefal 500 mg, gelule	cefadroxil
CIS61535074	CEFADROXIL MYLAN 1 g, comprimé pelliculé	http://www.romedi.fr/romedi/INoctiaqs4tgvo51jo3l05g86cre51ikfk	CÉFADROXIL	Q2319020	cefadroxil mylan 1 g, comprime pellicule	cefadroxil
CIS62069124	CEFADROXIL BIOGARAN 500 mg, gélule	http://www.romedi.fr/romedi/INoctiaqs4tgvo51jo3l05g86cre51ikfk	CÉFADROXIL	Q2319020	cefadroxil biogaran 500 mg, gelule	cefadroxil
CIS67793327	CEFADROXIL MYLAN 500 mg, gélule	http://www.romedi.fr/romedi/INoctiaqs4tgvo51jo3l05g86cre51ikfk	CÉFADROXIL	Q2319020	cefadroxil mylan 500 mg, gelule	cefadroxil
CIS65128250	CEFADROXIL MYLAN 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/INoctiaqs4tgvo51jo3l05g86cre51ikfk	CÉFADROXIL	Q2319020	cefadroxil mylan 500 mg/5 ml, poudre pour suspension buvable	cefadroxil
CIS66752651	CEFADROXIL MYLAN 250 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/INoctiaqs4tgvo51jo3l05g86cre51ikfk	CÉFADROXIL	Q2319020	cefadroxil mylan 250 mg/5 ml, poudre pour suspension buvable	cefadroxil
CIS60809985	MIRTAZAPINE BLUEFISH 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine bluefish 15 mg, comprime orodispersible	mirtazapine
CIS62485126	MIRTAZAPINE ARROW 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine arrow 15 mg, comprime orodispersible	mirtazapine
CIS63647104	MIRTAZAPINE ZYDUS 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine zydus 15 mg, comprime pellicule	mirtazapine
CIS65124914	NORSET 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	norset 15 mg, comprime pellicule	mirtazapine
CIS69551956	NORSET 15 mg/ml, solution buvable	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	norset 15 mg/ml, solution buvable	mirtazapine
CIS66402996	MIRTAZAPINE BIOGARAN 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine biogaran 15 mg, comprime orodispersible	mirtazapine
CIS66964138	MIRTAZAPINE MYLAN 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine mylan 15 mg, comprime pellicule	mirtazapine
CIS68022786	MIRTAZAPINE TEVA 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine teva 15 mg, comprime pellicule	mirtazapine
CIS68645947	MIRTAZAPINE ZENTIVA 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine zentiva 15 mg, comprime pellicule	mirtazapine
CIS65512856	MIRTAZAPINE ALMUS 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine almus 15 mg, comprime orodispersible	mirtazapine
CIS65955054	MIRTAZAPINE EG 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine eg 15 mg, comprime pellicule	mirtazapine
CIS68011932	MIRTAZAPINE ARROW 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine arrow 15 mg, comprime pellicule	mirtazapine
CIS69084246	MIRTAZAPINE ARROW GENERIQUES 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine arrow generiques 15 mg, comprime pellicule	mirtazapine
CIS64762173	MIRTAZAPINE CRISTERS 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INu8rssgefs5lkf6uokfv714fpi6uncmes	MIRTAZAPINE	Q421930	mirtazapine cristers 15 mg, comprime pellicule	mirtazapine
CIS61065315	ENTOCORT 3 mg, microgranules gastro-résistants en gélule	http://www.romedi.fr/romedi/INcm6gdi9prg3ako48rs0pfk4jrghrrhe1	BUDÉSONIDE	Q422212	entocort 3 mg, microgranules gastro-resistants en gelule	budesonide
CIS60468092	NOVOPULMON NOVOLIZER 200 microgrammes/dose, poudre pour inhalation	http://www.romedi.fr/romedi/INcm6gdi9prg3ako48rs0pfk4jrghrrhe1	BUDÉSONIDE	Q422212	novopulmon novolizer 200 microgrammes/dose, poudre pour inhalation	budesonide
CIS60505950	BUDESONIDE ARROW 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose	http://www.romedi.fr/romedi/INcm6gdi9prg3ako48rs0pfk4jrghrrhe1	BUDÉSONIDE	Q422212	budesonide arrow 0,5 mg/2 ml, suspension pour inhalation par nebuliseur en recipient unidose	budesonide
CIS61741918	RHINOCORT 64 microgrammes/dose, suspension pour pulvérisation nasale	http://www.romedi.fr/romedi/INcm6gdi9prg3ako48rs0pfk4jrghrrhe1	BUDÉSONIDE	Q422212	rhinocort 64 microgrammes/dose, suspension pour pulverisation nasale	budesonide
